Nombre,Precios,Precios_unidad,Subcategoria,Categorias,Unidad de referencia,Marca,Supermercado,Precio_Estatus
Jim Beam Bourbon Bourbon,15.45,22.07,alcoholes,Bodega,LITRO,JIM BEAM,Carrefour,outlier
Sérum de noche con biotina hidratación y brillo con ácido hialurónico Pantene Pro-V 70 ml.,15.39,21.991,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Fluido facial acabado en seco derma skin clear FPS50+ Nivea Sun 40 ml.,15.39,38.471,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Pradorey Tinto Crianza 2017,15.39,15.39,vinos,Bodega,UNIDAD,PRADOREY,Carrefour,outlier
Serum hidratante sin aclarado para puntas secas Pro-V Miracles Pantene 70 ml.,15.39,21.991,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Agua de colonia Hombre Don Algodón 200 ml.,15.35,7.671,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Aceite de oliva virgen extra ecológico Dcoop 1 l.,15.35,15.35,alimentacion,"Aceite, especias y salsas",LITRO,,Carrefour,outlier
Gafa presbicia cuadrada circular +2.00 colores varios 1 ud.,15.35,15.35,botiquin,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
La Montesa Tinto 2020,15.3,15.3,vinos,Bodega,UNIDAD,MONTESA,Carrefour,outlier
Crema Adhesiva Clasica Tamaño Ahorro Kukident 70 g.,15.29,21.841,higiene bucal,Cuidado facial y corporal,100 GR,,Carrefour,outlier
Crema adhesiva premium Kukident 57 g.,15.29,26.821,higiene bucal,Cuidado facial y corporal,100 GR,,Carrefour,outlier
Champú complemento anticaída Anaphase+ Ducray 200 ml.,15.29,7.641,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Crema adhesiva para dentaduras postizas Pro Doble Acción Kukident 60 g.,15.29,21.841,higiene bucal,Cuidado facial y corporal,100 GR,,Carrefour,outlier
Leche bruma protectora SPF30 Broncea+ Ecran Sunnique 250 ml.,15.29,6.121,cuidado y proteccion corporal,Bodega,100 ML,,Carrefour,outlier
Crema corporal hydra bebe Mustela 750 ml.,15.29,2.041,perfumeria e higiene,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Leche bruma protectora SPF50 Broncea+ Ecran Sunnique 250 ml.,15.29,6.121,cuidado y proteccion corporal,Bodega,100 ML,,Carrefour,outlier
Pants Agatha Ruiz de la Prada Talla 5 (12-18 kg) 40 ud. Exclusivo Carrefour,15.29,0.38,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Crema facial hidratante antiedad FP15 Hyaluron Nivea Men 50 ml.,15.29,30.581,cuidado y proteccion corporal,Bodega,100 ML,,Carrefour,outlier
Pants Agatha Ruiz de la Prada Talla 6 (+ 16 kg) 36 ud. Exclusivo Carrefour,15.29,0.42,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
"Pescadilla 1,7 kg aprox",15.28,8.99,pescaderia,Marisco y pescado,KILO,,Carrefour,outlier
Aceite seco en spray Bruma SPF 30 Hawaiian Tropic 180 ml.,15.25,8.471,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Vitaminas para la memoria Memorex Forté Pharma - Energy 56 comprimidos.,15.25,14.521,nutricion y dietetica,"Cacao, café e infusiones",100 GR,,Carrefour,outlier
Bruma protectora Invisible Protect SPF30 Garnier Delial 200 ml.,15.25,7.621,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Pienso de pollo para perro adulto medium maxi Ultima 3 Kg,15.19,5.06,perros,Mascotas,KILO,,Carrefour,outlier
Licor Campari 70 cl.,15.19,21.7,alcoholes,Bodega,LITRO,CAMPARI,Carrefour,outlier
Llopart Brut Nature Espumoso Blanco 2019,15.19,15.19,cava y champagne,Bodega,UNIDAD,LLOPART,Carrefour,outlier
Potenciador de lavado quitamanchas para ropa en gel sin lejía Oxi Advance Vanish 1500 ml.,15.19,10.13,cuidado de la ropa,Cuidado facial y corporal,LITRO,,Carrefour,outlier
Crema fijadora para prótesis dentales máximo sellado Corega 70 g.,15.19,21.701,higiene bucal,Cuidado facial y corporal,100 GR,,Carrefour,outlier
Leche solar activadora del bronceado FP 30 Protege & Broncea Nivea Sun 200 ml.,15.19,7.591,cuidado y proteccion corporal,Bodega,100 ML,,Carrefour,outlier
Spray bruma protectora para pieles sensibles y atópicas SPF50+ Ecran Denenes 250 ml.,15.19,6.081,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Spray bruma invisible protectora SPF 50 Ecran Sunnique 250 ml.,15.19,6.081,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Pienso de pollo y arroz para perro cachorro medium Ultima 3 Kg.,15.19,5.06,perros,"Arroz, legumbres y pasta",KILO,,Carrefour,outlier
Pienso light pollo y arroz para perros adultos medium maxi Ultima 3 Kg,15.19,5.06,perros,"Arroz, legumbres y pasta",KILO,,Carrefour,outlier
Agua de colonia Brummel 500 ml.,15.15,3.031,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Loción Talquistina 200 ml.,15.15,7.571,botiquin,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Pants de incontinencia absodys men Talla L Carrefour 14 ud.,15.15,1.08,higiene intima,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Ballantine'S Light Whisky,15.15,21.64,alcoholes,Bodega,LITRO,,Carrefour,outlier
Ginebra Beefeater 70 cl.,15.15,21.64,alcoholes,Bodega,LITRO,BEEFEATER,Carrefour,outlier
Natillas sustitutivas sabor chocolate en sobres Bimanán BeSlim 6 ud.,15.15,6.061,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Gordons Premium Pink Ginebra,15.15,21.64,alcoholes,Bodega,LITRO,,Carrefour,outlier
Champú tratante alivia el picor elimina la caspa Kelual DS Ducray 100 ml.,15.15,15.151,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Acondicionador anticaída Pilexil 200 ml.,15.15,7.571,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Natillas sustitutivas sabor vainilla en sobres Bimanán BeSlim 6 ud.,15.15,5.831,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Champú anticaspa cabello normal graso T/Gel Neutrogena pack de 2 unidades de 250 ml.,15.09,3.021,cabello,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Gel para lavavajillas lima y limón Oro Somat pack de 2 unidades de 50 lavados.,15.09,0.15,productos para cocina,Cuidado facial y corporal,LAVADO,,Carrefour,outlier
Detergente en polvo limpieza profunda Skip 75 lavados,15.09,0.2,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Preservativos Originales Natural Plus Durex 24 ud.,15.09,0.63,bienestar sexual,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Leche infantil de crecimiento 3 desde 12 meses ecológica HiPP  brik  500 g.,15.09,30.18,alimentacion infantil,Bebé,KILO,HIPP,Carrefour,outlier
Complemento alimenticio DeMemory 30 cápsulas,15.09,68.591,alimentacion,"Salsas, pasta y refrescos",100 GR,,Carrefour,outlier
Ron Havana Club añejo 3 años 70 cl.,15.09,21.56,alcoholes,Bodega,LITRO,,Carrefour,outlier
Maquinillas desechable para hombre Blue II Gillette 30 ud.,15.09,0.5,depilacion y afeitado,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Gel y champú para la higiene de la piel y cabellos delicados Pon-emo Colágeno 1000 ml.,15.09,1.511,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Crema facial hidratante Sensitive Advanced FPS 50+ Garnier Delial 50 ml.,15.09,30.181,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Gel para lavavajillas antigrasa Oro Somat pack de 2 unidades de 50 lavados.,15.09,0.15,productos para cocina,Cuidado facial y corporal,LAVADO,,Carrefour,outlier
Gel para lavavajillas frescor antiolor Oro Somat pack de 2 unidades de 50 lavados.,15.09,0.15,productos para cocina,Cuidado facial y corporal,LAVADO,,Carrefour,outlier
Detergente líquido colores vivos limpia y revive Micolor 52 lavados.,15.09,0.29,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Vermut St. Petroni 75 cl.,15.09,20.12,alcoholes,Bodega,LITRO,,Carrefour,outlier
Detergente en cápsulas extra frescor Nenuco Colon 32 ud.,15.09,0.47,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Langostinos blancos crudos congelados Gambafresh 750 g.,15.09,20.12,mariscos congelados,Cuidado facial y corporal,KILO,GAMBAFRESH LANGOSTINO,Carrefour,outlier
Jamón de Cebo Ibérico de Campo 50% Raza Ibérica Esencia Única Covap 120 g,15.09,125.75,charcuteria,Charcutería y quesos,KILO,,Carrefour,outlier
Apósitos ampollas medianas Compeed 10 ud.,15.09,1.51,cuidado de manos y pies,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Vermut St. Petroni blanco 75 cl.,15.09,20.12,alcoholes,Bodega,LITRO,,Carrefour,outlier
Aguardiente Antioqueño sin azúcar 1 l.,15.05,15.05,licores y cremas,Bodega,LITRO,,Carrefour,outlier
Aceite de oliva virgen extra hojiblanca Coosur 1 l.,14.99,14.99,alimentacion,"Aceite, especias y salsas",LITRO,COOSUR,Carrefour,outlier
"Pack Tresemmé liso keratina: Champú 685 ml, Acondicionador 685 ml y Mascarilla 440 ml.",14.99,14.99,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Aceite de oliva virgen extra arbequina Coosur 1 l.,14.99,14.99,alimentacion,"Aceite, especias y salsas",LITRO,,Carrefour,outlier
Aceite de oliva virgen extra intenso Coosur 1 l.,14.99,14.99,alimentacion,"Aceite, especias y salsas",LITRO,COOSUR,Carrefour,outlier
Aceite de oliva virgen extra Coosur 1 l.,14.99,14.99,alimentacion,"Aceite, especias y salsas",LITRO,COOSUR,Carrefour,outlier
Insecticida Ultra Pol 750ml Compo,14.99,19.99,bazar,Limpieza y hogar,LITRO,,Carrefour,outlier
Filtro de Agua PHILIPS X-Guard,14.99,14.99,menaje,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Agua de colonia Classic Blue David Beckham 100 ml.,14.95,14.951,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
"Mochila elefante multiproductos para bebé Nenuco: agua de colonia 200 ml, champú 200 ml, jabón líquido 200 ml y leche hidratante 200 ml",14.95,14.95,perfumeria e higiene,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Aceite de oliva virgen extra Koipe 1 l.,14.95,14.95,alimentacion,"Aceite, especias y salsas",LITRO,KOIPE,Carrefour,outlier
"Merluza de lonja 1,5 kg aprox",14.93,9.95,pescaderia,Marisco y pescado,KILO,,Carrefour,outlier
Rabo de Vaca porcionado El Encinar de Humienta 1 kg aprox,14.9,14.9,carniceria,Carne,KILO,,Carrefour,outlier
Gel puro de aloe vera Grisi 250 ml.,14.89,5.961,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Leche protectora solar niños pieles sensibles atópicas SPF50+ Ecran Denenes 270 ml.,14.89,4.961,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Whisky Fireball 70 cl.,14.89,21.27,alcoholes,Bodega,LITRO,FIREBALL,Carrefour,outlier
Leche infantil para lactantes en polvo Nestlé Nidina 1 lata 800 g.,14.89,18.61,alimentacion infantil,Bebé,KILO,NIDINA,Carrefour,outlier
Licenciado Tinto Reserva 2018,14.89,14.89,vinos,Bodega,UNIDAD,LICENCIADO,Carrefour,outlier
"Café ristretto en cápsulas L'Or Espresso compatible con Nespresso 40 unidades de 5,2 g.",14.89,71.59,desayuno,"Cacao, café e infusiones",KILO,LOR,Carrefour,outlier
"Café onyx en cápsulas L'Or Espresso compatible con Nespresso 40 unidades de 5,2 g.",14.89,71.59,desayuno,"Cacao, café e infusiones",KILO,LOR,Carrefour,outlier
Lubricante con ingredientes 100% naturales Naturals H2O Durex 100 ml.,14.89,14.891,bienestar sexual,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Preservativos invisibles super finos para maximizar la sensibilidad Durex 12 ud.,14.89,1.24,bienestar sexual,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
"Café Colombia en cápsulas L'or Espresso compatible con Nespresso 40 unidades de 5,2 g.",14.89,71.59,desayuno,"Cacao, café e infusiones",KILO,LOR,Carrefour,outlier
Fluido protector antimanchas SPF50+ Ecran Sunnique 50 ml.,14.89,29.781,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Licor de hierbas Ruavieja 1 l.,14.89,14.89,licores y cremas,Bodega,LITRO,RUAVIEJA,Carrefour,outlier
Pants de incontinencia absodys men Talla M Carrefour 14 ud.,14.89,1.06,higiene intima,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Sérum tratamiento concentrado Antiarrugas Expert Nivea Q10 15 ml.,14.89,99.271,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
"Cacao soluble original Cola Cao 2,5 kg.",14.89,5.96,desayuno,"Cacao, café e infusiones",KILO,COLA CAO,Carrefour,outlier
Agua de colonia Don Algodón 200 ml.,14.89,7.441,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Complemento sueño forte en comprimidos Aquilea 30 ud.,14.89,49.631,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Aceite de oliva virgen Carbonell 1 l.,14.89,14.89,alimentacion,"Aceite, especias y salsas",LITRO,CARBONELL,Carrefour,outlier
Aceite de oliva virgen extra variedad picual Dcoop 1 l.,14.89,14.89,alimentacion,"Aceite, especias y salsas",LITRO,,Carrefour,outlier
Ron Capitán Morgan spiced gold 70 cl.,14.89,21.27,alcoholes,Bodega,LITRO,,Carrefour,outlier
Aceite de oliva virgen extra hojiblanca Dcoop 1 l.,14.89,14.89,alimentacion,"Aceite, especias y salsas",LITRO,,Carrefour,outlier
Aceite de oliva virgen extra arbequina Dcoop 1 l.,14.89,14.89,alimentacion,"Aceite, especias y salsas",LITRO,,Carrefour,outlier
Detergente gel Total 4+1 Dixan 60 lavados.,14.89,0.25,cuidado de la ropa,Cuidado facial y corporal,LAVADO,,Carrefour,outlier
"Queso curado Tierra de Tradición pieza 1,1 kg.",14.89,13.54,quesos,Charcutería y quesos,KILO,,Carrefour,outlier
Ron añejo 3 años Viejo de Caldas 70 cl.,14.85,21.21,alcoholes,Bodega,LITRO,VIEJO CALDAS,Carrefour,outlier
Potenciador de lavado quitamanchas para ropa blanca en polvo sin lejía Oxi Action Vanish 800 g.,14.85,18.56,cuidado de la ropa,Limpieza y hogar,KILO,,Carrefour,outlier
La Cave D'Agustin Florent Blanco 2020,14.85,14.85,vinos,Bodega,UNIDAD,,Carrefour,outlier
La Cave D'Agustin Florent Blanco 2022,14.85,14.85,vinos,Bodega,UNIDAD,CAVE AGUSTIN,Carrefour,outlier
"Sérum antimanchas con vitamina C, niacinamida y ácido salicílico Skin Active Garnier 30 ml.",14.85,49.501,cuidado y proteccion corporal,"Aceite, especias y salsas",100 ML,,Carrefour,outlier
Detergente en cápsulas limpieza profunda fragancia floral Power Caps Wipp Express 33 ud.,14.79,0.45,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Leche solar FP30 Protege & Hidrata Nivea Sun 200 ml.,14.79,7.391,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Potenciador de lavado quitamanchas para ropa en polvo sin lejía Oxi Action Vanish 800 g.,14.79,18.49,cuidado de la ropa,Limpieza y hogar,KILO,,Carrefour,outlier
"Cerveza Corona pack de 10 botellas de 35,5 cl.",14.79,4.17,cerveza,Bodega,LITRO,CORONA,Carrefour,outlier
Foie gras de carnard entier refflets de france Reflets de France 180 g.,14.79,82.17,charcuteria,Charcutería y quesos,KILO,,Carrefour,outlier
Queso de cabra madurado graso La Laguna 700 g,14.77,21.1,quesos,Charcutería y quesos,KILO,LAGUNA,Carrefour,outlier
"Chuletas de cordero Mamá Cordero 0,45 kg - 0,65 kg",14.76,36.9,carniceria,Carne,KILO,CARREFOUR,Carrefour,outlier
Complemento alimenticio en comprimidos efervescentes Vitamina C+ Zinc Aquilea sin gluten y sin lactosa 28 ud.,14.75,8.781,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Lubricante hidratante con ingredientes 100% naturales Naturals Durex 100 ml.,14.75,14.751,bienestar sexual,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Cubo para Fregona Plástico VILEDA Super Fácil 10 l.,14.75,14.75,utensilios de limpieza,Limpieza y hogar,UNIDAD,,Carrefour,outlier
"Lubricante aloe vera 100% natural sin fragancia, colorantes ni agentes irritantes Naturals Extra Sensitivo Durex 100 ml.",14.75,14.751,bienestar sexual,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Lavavajillas a máquina original pastillas todo en uno aroma limón Fairy 41 ud.,14.69,0.36,productos para cocina,Limpieza y hogar,LAVADO,,Carrefour,outlier
Preservativos sensitivos Real Feel Durex 12 ud.,14.69,1.22,bienestar sexual,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Papel higiénico acolchado Carrefour 24 rollos,14.69,0.61,papel y celulosa,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Whisky Dewar's White Label escocés 70 cl.,14.69,20.99,alcoholes,Bodega,LITRO,DEWAR,Carrefour,outlier
Crema balsámica para proteger la zona del pañal Sebamed 300 ml.,14.65,4.881,perfumeria e higiene,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Pañales Dodot Pro Sensitive T2 (4-8 kg.) 36 ud.,14.65,0.41,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Correa para perro extensible flexible standard Medium 5M,14.65,14.65,perros,Mascotas,UNIDAD,,Carrefour,outlier
Correa para perros extensible flexi standard Small 5M,14.65,14.65,perros,Mascotas,UNIDAD,,Carrefour,outlier
Colutorio aloe vera Vitis 1000 ml.,14.65,1.461,higiene bucal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Recambio cepillo dental eléctrico Cross Action Oral-B 2 ud.,14.65,7.32,boca y sonrisa,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Oleogel de ducha pH5 para pieles sensibles y secas Eucerin 400 ml.,14.65,3.661,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Cinta Purpura Cava Reserva,14.59,14.59,cava y champagne,Bodega,UNIDAD,CINTA PURPURA,Carrefour,outlier
Champú anticaspa apple fresh H&S 1000 ml.,14.59,1.461,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Champú y acondicionador anticaspa classic 2 en 1 H&S 1000 ml.,14.59,1.461,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Ginebra Beefeater Pink premium strawberry 70 cl.,14.59,20.84,alcoholes,Bodega,LITRO,,Carrefour,outlier
Whisky Dyc 1 l.,14.55,14.55,alcoholes,Bodega,LITRO,DYC,Carrefour,outlier
"Vermut Martini blanco 1,5 l.",14.55,0.0,alcoholes,Bodega,No especificado,MARTINI,Carrefour,outlier
Spray protector solar SPF50+ Sensitive Advanced Garnier Delial 270 ml.,14.55,5.391,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Martini Rojo Vermouth,14.55,0.0,alcoholes,Bodega,No especificado,MARTINI,Carrefour,outlier
Papel higiénico Acolchado Scottex 24 rollos,14.55,0.61,papel y celulosa,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Martin Codax Blanco Joven 2022,14.5,14.5,vinos,Bodega,UNIDAD,,Carrefour,outlier
Desodorante roll-on piel normal Roc Keops pack de 2 unidades de 30 ml.,14.49,24.151,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Vodka Stolichnaya 70 cl.,14.49,20.7,alcoholes,Bodega,LITRO,STOLICHNAYA,Carrefour,outlier
GEL BADEDAS 750 ML,14.49,1.931,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Ruavieja Orujo,14.49,20.7,alcoholes,Bodega,LITRO,RUAVIEJA,Carrefour,outlier
Bolitas de cacahuete y chocolate con leche m&m's 1 kg.,14.49,14.49,dulce,"Azúcar, caramelos y chocolate",KILO,,Carrefour,outlier
Lima pedicura eléctrica Dytas,14.49,14.49,cosmetica,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Aceite de oliva virgen serie oro Coosur 1 l.,14.49,14.49,alimentacion,"Aceite, especias y salsas",LITRO,COOSUR,Carrefour,outlier
Preservativos con puntos y estrías para ella y efecto retardante eyaculación para él Mutual Clímax Durex 12 ud.,14.49,1.21,bienestar sexual,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Crema reparadora intensiva ecológica Skin Food Original Weleda 75 ml.,14.49,19.321,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Leche corporal hidratante con aguacate Hydra Bebé Mustela 500 ml.,14.49,2.901,perfumeria e higiene,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Papel higiénico 3 capas ultra confort Carrefour 32 rollos.,14.49,0.45,papel y celulosa,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Whisky Dyc 8 años 70 cl.,14.49,20.7,alcoholes,Bodega,LITRO,DYC,Carrefour,outlier
Lustau Vermouth,14.49,19.32,alcoholes,Bodega,LITRO,,Carrefour,outlier
Detergente líquido jazmín fresco y lavanda silvestre ecológico Botanical Origin 35 lavados.,14.45,0.41,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Gel dermatológico ph 5.5 con colágeno y lipo-proteinas Inibsa pack de 4 unidades de 1 l.,14.45,0.361,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Crema pieles sensibles e irritadas Piel en Calma Talquistina 100 ml.,14.45,14.451,botiquin,botiquin,100 ML,,Carrefour,outlier
Gel de masaje y lubricante íntimo 2 en 1 con seductor ylang ylang  Play Durex 200 ml.,14.45,7.221,bienestar sexual,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Pipetas permetrina para perro grande (15-60Kg) Dixie 3X2 ml,14.45,14.45,perros,Mascotas,UNIDAD,,Carrefour,outlier
