Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio,categoria_principal,Marca
Garbanzos cocidos Legumbres La Asturiana frasco 210 g,"Arroz, pastas y legumbres",Garbanzos,KILO,5.71,1.2,"Arroz, legumbres y pastas",otra
Garbanzos cocidos sin sal Legumbres La Asturiana frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,4.38,1.75,"Arroz, legumbres y pastas",otra
Garbanzos extra Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,2.15,2.15,"Arroz, legumbres y pastas",Dia
Garbanzos cocidos extra Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,1.78,0.71,"Arroz, legumbres y pastas",Dia
Garbanzos cocidos Luengo frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,3.25,1.3,"Arroz, legumbres y pastas",otra
Gaseosa cero Gaseosa Dia botella 1.5 l,"Agua, refrescos y zumos",Gaseosa,LITRO,0.33,0.5,Agua y refrescos,Dia
Gaseosa La Casera botella 1.5 l,"Agua, refrescos y zumos",Gaseosa,LITRO,0.8,1.2,Agua y refrescos,otra
Lenteja roja Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Lentejas,KILO,1.89,1.89,"Arroz, legumbres y pastas",Dia
Lentejas cocidas Vegecampo de Dia frasco 210 g,"Arroz, pastas y legumbres",Lentejas,KILO,3.33,0.7,"Arroz, legumbres y pastas",Dia
Lenteja pardina cocida Luengo frasco 400 g,"Arroz, pastas y legumbres",Lentejas,KILO,3.63,1.45,"Arroz, legumbres y pastas",otra
Lenteja pardina Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Lentejas,KILO,3.79,3.79,"Arroz, legumbres y pastas",otra
Lenteja pardina Luengo bolsa 500 g,"Arroz, pastas y legumbres",Lentejas,KILO,3.9,1.95,"Arroz, legumbres y pastas",otra
Lenteja castellana Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Lentejas,KILO,1.95,1.95,"Arroz, legumbres y pastas",Dia
Taquitos de mar cocidos Mari Marinera de Dia bolsa 125 g,"Pescados, mariscos y ahumados",Mariscos,KILO,15.92,1.99,Marisco y pescado,Dia
Potón cocido en rodajas Mari Marinera de Dia bolsa 200 g,"Pescados, mariscos y ahumados",Mariscos,KILO,19.95,3.99,Marisco y pescado,Dia
Pata de pulpo cocido Mari Marinera de Dia bandeja 250 g,"Pescados, mariscos y ahumados",Mariscos,KILO,39.16,9.79,Marisco y pescado,Dia
Mejillones en salsa de tomate Aguinamar bandeja 500 g,"Pescados, mariscos y ahumados",Mariscos,KILO,7.98,3.99,Marisco y pescado,otra
Langostino cocido Selección de Dia bandeja 400 g,"Pescados, mariscos y ahumados",Mariscos,KILO,9.98,3.99,Marisco y pescado,Selección de Dia
Mejillones en escabeche Ribeira lata 3 x 43 g,"Conservas, caldos y cremas",Mejillones,KILO,15.5,2.0,"Conservas, caldos y cremas",otra
Mejillones en salsa gallega Cuca lata 50 g,"Conservas, caldos y cremas",Mejillones,KILO,55.8,2.79,"Conservas, caldos y cremas",otra
Mejillones en escabeche 13/18 piezas Isabel lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,31.74,2.19,"Conservas, caldos y cremas",otra
Mejillones picantes 13/18 piezas Isabel lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,32.61,2.25,"Conservas, caldos y cremas",otra
Mejillones en escabeche 8/12 piezas Isabel lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,65.94,4.55,"Conservas, caldos y cremas",otra
Mejillones en escabeche 12/16 piezas Frinsa lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,67.97,4.69,"Conservas, caldos y cremas",otra
Mejillones al natural 14/18 piezas Mari Marinera de Dia lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,25.94,1.79,"Conservas, caldos y cremas",Dia
Mejillones en escabeche Dani lata 97 g,"Conservas, caldos y cremas",Mejillones,KILO,16.39,1.59,"Conservas, caldos y cremas",otra
Mejillones de Chile en escabeche 8/14 piezas Dani lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,31.16,2.15,"Conservas, caldos y cremas",otra
Mejillones en escabeche 13/18 piezas Calvo lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,34.06,2.35,"Conservas, caldos y cremas",otra
Mandarina Torres Selección malla 750 g,Frutas,Naranjas y mandarinas,KILO,3.32,2.49,Fruta y verdura,otra
Zumo de naranja recién exprimido botella 1 l,Frutas,Naranjas y mandarinas,LITRO,4.79,4.79,Fruta y verdura,otra
Zumo de naranja recién exprimido botella 500 ml,Frutas,Naranjas y mandarinas,LITRO,5.98,2.99,Fruta y verdura,otra
Zumo de naranja recién exprimido botella 250 ml,Frutas,Naranjas y mandarinas,LITRO,7.96,1.99,Fruta y verdura,otra
Naranja selección granel 1 Kg aprox.,Frutas,Naranjas y mandarinas,KILO,2.49,2.49,Fruta y verdura,otra
Naranja especial para zumo malla 4 Kg,Frutas,Naranjas y mandarinas,KILO,1.25,4.99,Fruta y verdura,otra
Naranjas de mesa malla 2 Kg,Frutas,Naranjas y mandarinas,KILO,1.6,3.19,Fruta y verdura,otra
Mandarina malla 1 Kg,Frutas,Naranjas y mandarinas,KILO,1.99,1.99,Fruta y verdura,otra
Trozos de calamar en su tinta Lamberti lata 3 x 51 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,13.07,2.0,"Conservas, caldos y cremas",otra
Trozos de calamar en salsa americana Lamberti lata 3 x 51 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,13.07,2.0,"Conservas, caldos y cremas",otra
Chipirones rellenos en su tinta Lamberti lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,34.03,2.45,"Conservas, caldos y cremas",otra
Zamburiña en salsa vieira Galica lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,34.92,2.2,"Conservas, caldos y cremas",otra
Almejón natural Galica lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,23.02,1.45,"Conservas, caldos y cremas",otra
Almejas blancas del norte al natural Dani lata 90 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,25.44,2.29,"Conservas, caldos y cremas",otra
Ensaladilla rusa Al Punto Dia lata 160 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,11.81,1.89,"Conservas, caldos y cremas",Dia
Ensalada de pasta Al Punto Dia lata 160 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,11.19,1.79,"Conservas, caldos y cremas",Dia
Calamares en salsa americana Cabo de Peñas lata 3 x 59 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,14.07,2.49,"Conservas, caldos y cremas",otra
Tacos de potón en salsa marinera Mari Marinera de Dia lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,17.92,1.29,"Conservas, caldos y cremas",Dia
Tacos de potón al ajillo Mari Marinera de Dia lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,17.92,1.29,"Conservas, caldos y cremas",Dia
Concha fina al natural Ubago   lata 55 GR,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,43.45,2.39,"Conservas, caldos y cremas",otra
Trozos de calamares en salsa americana Albo lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,35.97,2.59,"Conservas, caldos y cremas",otra
Navajuelas al natural Dani lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,46.83,2.95,"Conservas, caldos y cremas",otra
Almejas al natural Dani lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,38.89,2.45,"Conservas, caldos y cremas",otra
Calamares en su tinta Albo lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,35.97,2.59,"Conservas, caldos y cremas",otra
Navajas al natural Cabo de Hornos lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,41.11,2.59,"Conservas, caldos y cremas",otra
Melva en aceite de oliva Ubago   lata 85 GR,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,32.82,2.79,"Conservas, caldos y cremas",otra
Navajuelas al natural Mari Marinera de Dia lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,36.51,2.3,"Conservas, caldos y cremas",Dia
Melva en aceite de oliva Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,26.47,2.25,"Conservas, caldos y cremas",Dia
Melva en aceite de girasol Ubago   lata 85 GR,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,31.18,2.65,"Conservas, caldos y cremas",otra
Salchichas cocidas jumbo con queso Oscar mayer bolsa 350 g,Charcutería y quesos,Salchichas,KILO,7.0,2.45,Charcutería y quesos,otra
Tomate frito Helios frasco 570 g,"Aceites, salsas y especias",Tomate,KILO,3.49,1.99,"Aceite, especias y salsas",otra
Sardinas en tomate Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,10.0,0.85,"Conservas, caldos y cremas",Dia
Sardinas en aceite de girasol Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,10.0,0.85,"Conservas, caldos y cremas",Dia
Sardinillas en escabeche Mari Marinera de Dia lata 65 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,13.69,0.89,"Conservas, caldos y cremas",Dia
Sardinillas en tomate Mari Marinera de Dia lata 62 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,14.35,0.89,"Conservas, caldos y cremas",Dia
Tomate entero pelado Vegecampo de Dia lata 480 g,"Aceites, salsas y especias",Tomate,KILO,2.92,1.4,"Aceite, especias y salsas",Dia
Cebolla troceada Vegecampo de Dia bolsa 400 g,Congelados,"Verduras, hortalizas y salteados",KILO,2.45,0.98,Congelados,Dia
Filetes de pechuga de pollo corte fino Selección de Dia bandeja 450 g aprox.,Carnicería,Pollo,KILO,8.99,4.05,Carne,Selección de Dia
Tomate frito casero Vegecampo de Dia frasco 350 g,"Aceites, salsas y especias",Tomate,KILO,4.54,1.59,"Aceite, especias y salsas",Dia
Gel de baño hidratante Natural Honey botella 675 ml,"Perfumería, higiene, salud",Gel de ducha y esponjas,100 ML.,0.34,2.29,Fitoterapia y parafarmacia,otra
Refresco de naranja Fanta lata 33 cl,"Agua, refrescos y zumos",Naranja,LITRO,2.27,0.75,Agua y refrescos,otra
Refresco de naranja Fanta botella 2 l,"Agua, refrescos y zumos",Naranja,LITRO,0.9,1.79,Agua y refrescos,otra
Refresco de naranja Fanta botella 2 x 2 l,"Agua, refrescos y zumos",Naranja,LITRO,0.88,3.5,Agua y refrescos,otra
Bebida energética El diablo de Dia lata 250 ml,"Agua, refrescos y zumos",Bebidas energéticas,LITRO,1.6,0.4,Agua y refrescos,Dia
Tortitas de arroz integral Naturmundo de Dia bolsa 130 g,"Galletas, bollos y cereales",Tortitas,KILO,9.62,1.25,Cereales y galletas,Dia
Jamoncitos de pollo familiar Selección de Dia bandeja 800 g aprox.,Carnicería,Pollo,KILO,4.19,3.35,Carne,Selección de Dia
Filetes de contramuslo de pollo Selección de Dia bandeja 500 g aprox.,Carnicería,Pollo,KILO,7.49,3.75,Carne,Selección de Dia
Filetes de pechuga de pollo a las finas hierbas Selección de Dia bandeja 450 g aprox.,Carnicería,Pollo,KILO,7.99,3.6,Carne,Selección de Dia
Albóndigas de pollo Selección de Dia bandeja 420 g,Carnicería,Pollo,KILO,9.02,3.79,Carne,Selección de Dia
Longaniza de pollo Selección de Dia bandeja 400 g,Carnicería,Pollo,KILO,7.48,2.99,Carne,Selección de Dia
Solomillo de pollo empanado Selección de Dia bandeja 500 g aprox.,Carnicería,Pollo,KILO,9.49,4.75,Carne,Selección de Dia
Medio pollo troceado formato familiar Selección de Dia bandeja 800 g aprox.,Carnicería,Pollo,KILO,4.29,3.43,Carne,Selección de Dia
Pechuga de pollo entera formato familiar Selección de Dia bandeja 1.2 Kg aprox.,Carnicería,Pollo,KILO,6.99,8.39,Carne,Selección de Dia
Cuarto trasero de pollo formato familiar Selección de Dia bandeja 1.2 Kg aprox.,Carnicería,Pollo,KILO,3.39,4.07,Carne,Selección de Dia
Alas partidas de pollo Selección de Dia bandeja 600 g aprox.,Carnicería,Pollo,KILO,5.49,3.29,Carne,Selección de Dia
Solomillo de pollo Selección de Dia bandeja 400 g aprox.,Carnicería,Pollo,KILO,8.79,3.52,Carne,Selección de Dia
Pinchos de pollo rojo Selección de Dia bandeja 340 g,Carnicería,Pollo,KILO,11.15,3.79,Carne,Selección de Dia
Filetes de pechuga de pollo Selección de Dia bandeja 450 g aprox.,Carnicería,Pollo,KILO,6.35,2.86,Carne,Selección de Dia
Alas de pollo adobadas Selección de Dia bandeja 450 g,Carnicería,Pollo,KILO,6.2,2.79,Carne,Selección de Dia
Filetes de pollo empanados bandeja 400 g,Carnicería,Pollo,KILO,7.98,3.19,Carne,otra
Cuartos traseros de pollo Selección de Dia bandeja 650 g aprox.,Carnicería,Pollo,KILO,3.49,2.27,Carne,Selección de Dia
Pechugas enteras de pollo Selección de Dia bandeja 500 g aprox.,Carnicería,Pollo,KILO,7.39,3.7,Carne,Selección de Dia
Pollo entero para asar Selección de Dia bandeja 2 Kg,Carnicería,Pollo,KILO,4.0,7.99,Carne,Selección de Dia
Queso tierno El ventero sobre 80 g,Charcutería y quesos,Queso en lonchas,KILO,18.75,1.5,Charcutería y quesos,otra
Salchichas frankfurt con queso Elpozo bolsa 2 x 140 g,Charcutería y quesos,Salchichas,KILO,3.57,1.0,Charcutería y quesos,otra
Salchichas veganas Revolu green bolsa 170 g,Charcutería y quesos,Salchichas,KILO,16.41,2.79,Charcutería y quesos,otra
Salchichas bratwurst Selección Mundial de Dia bolsa 270 g,Charcutería y quesos,Salchichas,KILO,11.07,2.99,Charcutería y quesos,Selección Mundial
Salchichas bockwurst Selección Mundial de Dia bolsa 270 g,Charcutería y quesos,Salchichas,KILO,11.07,2.99,Charcutería y quesos,Selección Mundial
Salchichas de pavo Campofrío Cuida-T bolsa 170 g,Charcutería y quesos,Salchichas,KILO,5.0,0.85,Charcutería y quesos,otra
Salchichas frankfurt de pavo Campofrío bolsa 3 x 140 g,Charcutería y quesos,Salchichas,KILO,4.74,1.99,Charcutería y quesos,otra
Salchichas meisterhand Schara bolsa 340 g,Charcutería y quesos,Salchichas,KILO,11.62,3.95,Charcutería y quesos,otra
Salchichas cocidas Viena clásicas Funky Frank de Dia bolsa 3 x 200 g,Charcutería y quesos,Salchichas,KILO,3.5,2.1,Charcutería y quesos,Dia
Salchichas cocidas Viena de pollo Funky Frank de Dia bolsa 3 x 200 g,Charcutería y quesos,Salchichas,KILO,3.58,2.15,Charcutería y quesos,Dia
Salchichas cocidas Viena con queso Funky Frank de Dia bolsa 3 x 200 g,Charcutería y quesos,Salchichas,KILO,3.5,2.1,Charcutería y quesos,Dia
Salchichas cocidas hot dog Elpozo King bolsa 275 g,Charcutería y quesos,Salchichas,KILO,6.36,1.75,Charcutería y quesos,otra
Salchicha alemana cocktail Selección Mundial de Dia frasco 150 g,Charcutería y quesos,Salchichas,KILO,15.67,2.35,Charcutería y quesos,Selección Mundial
Salchichas bockwurst Selección Mundial de Dia frasco 250 g,Charcutería y quesos,Salchichas,KILO,10.36,2.59,Charcutería y quesos,Selección Mundial
Salchichas cocidas frankfurt con queso Funky Frank de Dia bolsa 4 x 140 g,Charcutería y quesos,Salchichas,KILO,3.0,1.68,Charcutería y quesos,Dia
Salchichas cocidas frankfurt Funky Frank de Dia bolsa 4 x 160 g,Charcutería y quesos,Salchichas,KILO,2.63,1.68,Charcutería y quesos,Dia
Salchichas de pavo Elpozo King bolsa 330 g,Charcutería y quesos,Salchichas,KILO,6.03,1.99,Charcutería y quesos,otra
Salchichas cocidas wieners con queso Oscar mayer bolsa 200 g,Charcutería y quesos,Salchichas,KILO,6.95,1.39,Charcutería y quesos,otra
Salchichas cocidas frankfurt pikante Schara bolsa 170 g,Charcutería y quesos,Salchichas,KILO,17.35,2.95,Charcutería y quesos,otra
Salchichas big pavo Elpozo bolsa 3 x 200 g,Charcutería y quesos,Salchichas,KILO,4.17,2.5,Charcutería y quesos,otra
Salchichas frankfurt Elpozo bolsa 2 x 140 g,Charcutería y quesos,Salchichas,KILO,3.57,1.0,Charcutería y quesos,otra
Salchichas cocidas jumbo classic Oscar mayer bolsa 350 g,Charcutería y quesos,Salchichas,KILO,7.0,2.45,Charcutería y quesos,otra
Salchichas cocidas bockwurst Meica frasco 250 g,Charcutería y quesos,Salchichas,KILO,19.96,4.99,Charcutería y quesos,otra
Salchichas cocidas frankfurt Campofrío bolsa 4 x 140 g,Charcutería y quesos,Salchichas,KILO,4.02,2.25,Charcutería y quesos,otra
Salchichas cocidas wieners Oscar mayer bolsa 200 g,Charcutería y quesos,Salchichas,KILO,6.95,1.39,Charcutería y quesos,otra
Salchichas cocidas súper Funky Frank de Dia bolsa 350 g,Charcutería y quesos,Salchichas,KILO,3.84,1.34,Charcutería y quesos,Dia
Sardinas en aceite de oliva picante Minerva lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,28.12,2.39,"Conservas, caldos y cremas",otra
Sardinilla aceite oliva Cuca lata 63 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,44.29,2.79,"Conservas, caldos y cremas",otra
Sardinas en tomate Ribeira lata 55 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,18.18,1.0,"Conservas, caldos y cremas",otra
Sardinas en aceite vegetal Ribeira lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,11.76,1.0,"Conservas, caldos y cremas",otra
Sardinas en escabeche Minerva lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,28.12,2.39,"Conservas, caldos y cremas",otra
Sardinas en aceite de oliva eco Minerva lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,28.12,2.39,"Conservas, caldos y cremas",otra
Filetes de sardina en aceite de oliva Minerva lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,41.06,3.49,"Conservas, caldos y cremas",otra
Sardinillas en aceite de oliva Cabo de Peñas lata 62 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,25.0,1.55,"Conservas, caldos y cremas",otra
Sardinas en aceite de oliva eco Rianxeira lata 57 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,30.7,1.75,"Conservas, caldos y cremas",otra
Sardinillas en aceite de oliva bajo en sal Mari Marinera de Dia lata 2 x 65 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,15.77,2.05,"Conservas, caldos y cremas",Dia
Sardinillas en aceite picante Ribeira lata 60 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,16.67,1.0,"Conservas, caldos y cremas",otra
Sardinillas al limón Mari Marinera de Dia lata 65 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,13.69,0.89,"Conservas, caldos y cremas",Dia
Sardinillas en aceite de oliva Mari Marinera de Dia lata 81 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,27.16,2.2,"Conservas, caldos y cremas",Dia
Sardinillas en aceite de oliva 8/12 piezas Albo lata 82 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,29.88,2.45,"Conservas, caldos y cremas",otra
Sardinas en aceite de oliva Cuca lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,23.06,1.96,"Conservas, caldos y cremas",otra
Sardinillas en aceite de oliva Mari Marinera de Dia lata 2 x 62 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,15.81,1.96,"Conservas, caldos y cremas",Dia
Sardinillas en aceite de oliva bajo en sal Calvo lata 60 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,31.5,1.89,"Conservas, caldos y cremas",otra
Sardinillas en aceite picante Mari Marinera de Dia lata 62 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,14.35,0.89,"Conservas, caldos y cremas",Dia
Sardinas picantonas Albo lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,25.29,2.15,"Conservas, caldos y cremas",otra
Sardinas en aceite de oliva Albo lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,25.29,2.15,"Conservas, caldos y cremas",otra
Sardinillas en aceite de girasol Mari Marinera de Dia lata 2 x 65 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,11.54,1.5,"Conservas, caldos y cremas",Dia
Tomate triturado Vegecampo de Dia lata 390 g,"Aceites, salsas y especias",Tomate,KILO,1.79,0.7,"Aceite, especias y salsas",Dia
Tomate frito con aceite de oliva Vegecampo de Dia brik 390 g,"Aceites, salsas y especias",Tomate,KILO,2.54,0.99,"Aceite, especias y salsas",Dia
Pisto casero 100% natural Gallina Blanca frasco 350 g,"Aceites, salsas y especias",Tomate,KILO,6.83,2.39,"Aceite, especias y salsas",otra
Tomate frito bio Vegecampo de Dia frasco 350 g,"Aceites, salsas y especias",Tomate,KILO,5.0,1.75,"Aceite, especias y salsas",Dia
Tomate frito receta tradicional Vegecampo de Dia frasco 550 g,"Aceites, salsas y especias",Tomate,KILO,4.29,2.36,"Aceite, especias y salsas",Dia
Tomate frito con cebolla caramelizada Orlando frasco 495 g,"Aceites, salsas y especias",Tomate,KILO,4.02,1.99,"Aceite, especias y salsas",otra
Pisto de tomate frito con verduras Hida lata 340 g,"Aceites, salsas y especias",Tomate,KILO,5.85,1.99,"Aceite, especias y salsas",otra
Tomate frito con aceite de oliva Helios frasco 560 g,"Aceites, salsas y especias",Tomate,KILO,4.46,2.5,"Aceite, especias y salsas",otra
Tomate frito Solís frasco 360 g,"Aceites, salsas y especias",Tomate,KILO,4.42,1.59,"Aceite, especias y salsas",otra
