Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio,categoria_principal,Marca
Paté para perro con ternera Deliperro de Dia tarrina 300 g,Mascotas,Perros,KILO,3.17,0.95,Mascotas,Deliperro de Dia
Alimento para perros trozos en salsa con ave y arroz Deliperro de Dia lata 1.25 Kg,Mascotas,Perros,KILO,1.3,1.63,Mascotas,Deliperro de Dia
Alimento para perros trozos en salsa con buey y verduras Deliperro de Dia lata 1.25 Kg,Mascotas,Perros,KILO,1.3,1.63,Mascotas,Deliperro de Dia
Alimento para perros albóndigas con salsa de ave Deliperro de Dia lata 1.2 Kg,Mascotas,Perros,KILO,1.66,1.99,Mascotas,Deliperro de Dia
Salchicha para perros de carne Deliperro de Dia 1 Kg,Mascotas,Perros,KILO,1.8,1.8,Mascotas,Deliperro de Dia
Alimentos para perros mini hamburguesas Deliperro de Dia bolsa 70 g,Mascotas,Perros,KILO,28.43,1.99,Mascotas,Deliperro de Dia
Snack para perros sticks de cuero con pollo Deliperro de Dia bolsa 80 g,Mascotas,Perros,KILO,29.88,2.39,Mascotas,Deliperro de Dia
Snack para perros sticks de cuero natural  Deliperro de Dia bolsa 100 g,Mascotas,Perros,KILO,23.9,2.39,Mascotas,Deliperro de Dia
Snack para perros palitos con pollo Deliperro de Dia bolsa 200 g,Mascotas,Perros,KILO,5.25,1.05,Mascotas,Deliperro de Dia
Ministick dental para perros Deliperro de Dia bolsa 110 g,Mascotas,Perros,KILO,8.82,0.97,Mascotas,Deliperro de Dia
Mousse para gatos con pescado Gourmet lata 85 g,Mascotas,Gatos,KILO,10.0,0.85,Mascotas,otra
Alimento para gatos completo Biurk bolsa 7.5 Kg,Mascotas,Gatos,KILO,1.47,10.99,Mascotas,otra
Alimento para gatos esterilizados con salmón Ultima Pro+ bolsa 375 g,Mascotas,Gatos,KILO,4.93,1.85,Mascotas,otra
Alimento para gatos esterilizados con pollo Ultima Pro+ bolsa 375 g,Mascotas,Gatos,KILO,4.93,1.85,Mascotas,otra
Alimento para gatos esterilizados anti bolas de pelo con pavo Ultima bolsa 440 g,Mascotas,Gatos,KILO,8.39,3.69,Mascotas,otra
Alimento para gatos esterilizados con buey Ultima bolsa 440 g,Mascotas,Gatos,KILO,8.39,3.69,Mascotas,otra
Alimento para gatos con pollo Ultima lata 85 g,Mascotas,Gatos,KILO,11.65,0.99,Mascotas,otra
Alimento para gatos con pescado Ultima lata 85 g,Mascotas,Gatos,KILO,11.65,0.99,Mascotas,otra
Alimento para gatos paté de ternera Deligato Dia lata 400 g,Mascotas,Gatos,KILO,4.98,1.99,Mascotas,Dia
Alimento para gatos paté con pollo  Deligato Dia lata 400 g,Mascotas,Gatos,KILO,4.98,1.99,Mascotas,Dia
Paté para gato junior con pollo y pavo Deligato Dia tarrina 100 g,Mascotas,Gatos,KILO,5.0,0.5,Mascotas,Dia
Paté para gato esterilizado con pollo Deligato Dia tarrina 100 g,Mascotas,Gatos,KILO,5.0,0.5,Mascotas,Dia
Paté para gato con salmón y trucha Deligato Dia tarrina 100 g,Mascotas,Gatos,KILO,5.0,0.5,Mascotas,Dia
Paté para gato con buey Deligato Dia tarrina 100 g,Mascotas,Gatos,KILO,5.0,0.5,Mascotas,Dia
Mousse para gatos con pato Deligato Dia lata 85 g,Mascotas,Gatos,KILO,7.65,0.65,Mascotas,Dia
Mousse para gatos con pollo Deligato Dia lata 85 g,Mascotas,Gatos,KILO,7.65,0.65,Mascotas,Dia
Mousse para gatos con buey Deligato Dia lata 85 g,Mascotas,Gatos,KILO,7.65,0.65,Mascotas,Dia
Mousse para gatos con atún Deligato Dia lata 85 g,Mascotas,Gatos,KILO,7.65,0.65,Mascotas,Dia
"Alimento para gatos bocaditos con trucha, salmón y verduras Deligato Dia lata 400 g",Mascotas,Gatos,KILO,1.75,0.7,Mascotas,Dia
Alimento para gatos bocaditos con buey y verduras Deligato Dia lata 400 g,Mascotas,Gatos,KILO,1.75,0.7,Mascotas,Dia
Alimento para gatos mix Dongato bolsa 7.5 Kg,Mascotas,Gatos,KILO,1.77,13.25,Mascotas,otra
Snack para gatos sticks de salmón Deligato Dia bolsa 10 unidades,Mascotas,Gatos,UNIDAD,0.11,1.05,Mascotas,Dia
Snack para gatos sticks de pollo e hígado Deligato Dia bolsa 10 unidades,Mascotas,Gatos,UNIDAD,0.11,1.05,Mascotas,Dia
Snack para gatos líquido de pollo y salmón Deligato Dia bolsa 105 g,Mascotas,Gatos,KILO,13.33,1.4,Mascotas,Dia
Snack para gatos rellenos con pollo y malta Deligato Dia bolsa 60 g,Mascotas,Gatos,KILO,15.67,0.94,Mascotas,Dia
Snack para gato de pollo con hierba 3 unidades Vitakraft bolsa 18 g,Mascotas,Gatos,KILO,63.89,1.15,Mascotas,otra
Alimento para gatos senior aves en gelatina Whiskas bolsa 340 g,Mascotas,Gatos,KILO,7.03,2.39,Mascotas,otra
Barritas con fruta para periquitos Biazoo bolsa 60 g,Mascotas,Otros animales,KILO,23.17,1.39,Mascotas,otra
Alubias blancas bajo contenido en sal Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Alubias,KILO,2.38,0.95,"Arroz, legumbres y pastas",Dia
Alubias blancas extra Vegecampo de Dia frasco 210 g,"Arroz, pastas y legumbres",Alubias,KILO,3.1,0.65,"Arroz, legumbres y pastas",Dia
Alubia de la bañeza cocida Luengo frasco 400 g,"Arroz, pastas y legumbres",Alubias,KILO,3.63,1.45,"Arroz, legumbres y pastas",otra
Alubia blanca cocida ecológica Luengo frasco 400 g,"Arroz, pastas y legumbres",Alubias,KILO,4.98,1.99,"Arroz, legumbres y pastas",otra
Alubias pintas cocidas Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Alubias,KILO,2.75,1.1,"Arroz, legumbres y pastas",Dia
Alubias rojas cocidas Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Alubias,KILO,2.63,1.05,"Arroz, legumbres y pastas",Dia
Alubia cocido sin sal Legumbres La Asturiana frasco 400 g,"Arroz, pastas y legumbres",Alubias,KILO,4.38,1.75,"Arroz, legumbres y pastas",otra
Alubias pintas Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Alubias,KILO,2.29,2.29,"Arroz, legumbres y pastas",Dia
Alubias blancas Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Alubias,KILO,2.0,2.0,"Arroz, legumbres y pastas",Dia
Alubias pintas cocidas Legumbres La Asturiana frasco 400 g,"Arroz, pastas y legumbres",Alubias,KILO,4.38,1.75,"Arroz, legumbres y pastas",otra
Alubia cocida Luengo frasco 400 g,"Arroz, pastas y legumbres",Alubias,KILO,3.13,1.25,"Arroz, legumbres y pastas",otra
Alubias blancas Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Alubias,KILO,3.75,3.75,"Arroz, legumbres y pastas",otra
Atún claro en aceite de girasol Calvo lata 3 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,22.44,3.5,"Conservas, caldos y cremas",otra
Bonito en aceite de girasol alto oleico Consorcio lata 80 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,36.88,2.95,"Conservas, caldos y cremas",otra
Bonito del Norte en aceite de girasol alto oleico Realmar frasco 228 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,26.1,5.95,"Conservas, caldos y cremas",otra
Atún claro en aceite de oliva Calvo pack 2 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,19.23,2.0,"Conservas, caldos y cremas",otra
Atún claro en aceite de girasol Albo lata 67 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,29.1,1.95,"Conservas, caldos y cremas",otra
Atún en aceite de girasol Isabel lata 260 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,22.88,5.95,"Conservas, caldos y cremas",otra
Atún en aceite de oliva Ribeira lata 650 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,13.54,8.8,"Conservas, caldos y cremas",otra
Atún vegano Gourmet Cazorla lata 2 x 80 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,22.44,3.59,"Conservas, caldos y cremas",otra
Trozos de atún en aceite de girasol Ribeira lata 3 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,11.47,1.79,"Conservas, caldos y cremas",otra
Trozos de bonito del Norte MSC Mari Marinera de Dia lata 3 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,18.91,2.95,"Conservas, caldos y cremas",Dia
Atún claro en aceite de girasol Albo lata 3 x 48 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,24.24,3.49,"Conservas, caldos y cremas",otra
Bonito del norte en aceite de oliva Mari Marinera de Dia lata 73 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,27.26,1.99,"Conservas, caldos y cremas",Dia
Atún claro al natural Consorcio frasco 105 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,44.29,4.65,"Conservas, caldos y cremas",otra
Bonito del norte en aceite de oliva Consorcio lata 73 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,40.41,2.95,"Conservas, caldos y cremas",otra
Atún claro en aceite de oliva eco MSC Rianxeira lata 3 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,24.04,3.75,"Conservas, caldos y cremas",otra
Atún claro en aceite de oliva MSC Frinsa lata 82 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,31.59,2.59,"Conservas, caldos y cremas",otra
Atún claro al natural Calvo lata 6 x 56 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,19.91,6.69,"Conservas, caldos y cremas",otra
Atún en aceite de oliva Mari Marinera de Dia lata 3 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,15.71,2.45,"Conservas, caldos y cremas",Dia
Filetes de caballa del sur en aceite de girasol Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,16.35,1.39,"Conservas, caldos y cremas",Dia
Filetes de caballa del sur en aceite de oliva Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,19.88,1.69,"Conservas, caldos y cremas",Dia
Atún claro en aceite de oliva Calvo lata 6 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,25.16,7.85,"Conservas, caldos y cremas",otra
Filetes de caballa en aceite de oliva Tejero lata 80 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,26.25,2.1,"Conservas, caldos y cremas",otra
Atún claro en escabeche Mari Marinera de Dia lata 6 x 60 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,13.06,4.7,"Conservas, caldos y cremas",Dia
Berberechos al natural Sagres lata 58 g,"Conservas, caldos y cremas",Berberechos,KILO,34.48,2.0,"Conservas, caldos y cremas",otra
Berberechos al natural 55/65 piezas Dani lata 63 g,"Conservas, caldos y cremas",Berberechos,KILO,61.75,3.89,"Conservas, caldos y cremas",otra
Berberechos al natural 60/90 piezas Mari Marinera de Dia lata 63 g,"Conservas, caldos y cremas",Berberechos,KILO,41.11,2.59,"Conservas, caldos y cremas",Dia
Calabaza a dados bolsa 500 g,Verduras,"Calabacín, calabaza y berenjena",KILO,3.78,1.89,Fruta y verdura,otra
Calabacín bio 500 g,Verduras,"Calabacín, calabaza y berenjena",KILO,2.58,1.29,Fruta y verdura,otra
Cerveza radler con limón Mahou 5 Estrellas lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,2.58,0.85,Bodega,Mahou
Cerveza radler con limón San Miguel lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,2.27,0.75,Bodega,otra
Cerveza radler con limón Amstel lata 12 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,2.19,8.69,Bodega,otra
Cerveza radler con zumo de limón Ramblers de Dia lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,1.21,0.4,Bodega,Dia
Cerveza radler con limón Amstel lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,2.39,0.79,Bodega,otra
Cerveza con limón Mahou Mixta botella 6 x 25 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,2.53,3.79,Bodega,Mahou
Barrita de proteínas de coco y chocolate Just loading bolsa 27 g,"Perfumería, higiene, salud",Complementos nutricionales,KILO,37.04,1.0,Fitoterapia y parafarmacia,otra
Crema de cacahuete con plátano Just loading bote 190 g,"Perfumería, higiene, salud",Complementos nutricionales,KILO,13.63,2.59,Fitoterapia y parafarmacia,otra
Batido proteico de chocolate Just loading botella 225 ml,"Perfumería, higiene, salud",Complementos nutricionales,LITRO,6.44,1.45,Fitoterapia y parafarmacia,otra
Semillas de chía Ecocesta bolsa 160 g,"Perfumería, higiene, salud",Complementos nutricionales,KILO,13.75,2.2,Fitoterapia y parafarmacia,otra
Semillas de lino dorado Ecocesta bolsa 160 g,"Perfumería, higiene, salud",Complementos nutricionales,KILO,13.75,2.2,Fitoterapia y parafarmacia,otra
Semillas de sésamo tostado Ecocesta bolsa 250 g,"Perfumería, higiene, salud",Complementos nutricionales,KILO,11.96,2.99,Fitoterapia y parafarmacia,otra
Bebida isotónica sabor limón Just loading caja 30 g,"Perfumería, higiene, salud",Complementos nutricionales,KILO,106.33,3.19,Fitoterapia y parafarmacia,otra
Colágeno hidrolizado y magnesio Vivisima+ lata 250 g,"Perfumería, higiene, salud",Complementos nutricionales,KILO,19.16,4.79,Fitoterapia y parafarmacia,otra
Bebida isotónica sport de limón Isostar bote 400 g,"Perfumería, higiene, salud",Complementos nutricionales,KILO,29.98,11.99,Fitoterapia y parafarmacia,otra
Colesterol Natur Tierra bote 30 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.2,5.85,Fitoterapia y parafarmacia,otra
Café verde con zinc y colina Vivisima+ caja 40 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.09,3.59,Fitoterapia y parafarmacia,otra
Carnitina + magnesio Vivisima+ caja 40 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.09,3.59,Fitoterapia y parafarmacia,otra
Alcachofa con boldo Vivisima+ caja 50 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.07,3.69,Fitoterapia y parafarmacia,otra
Batido sustitutivo de chocolate Bicentury caja 5 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,1.46,7.29,Fitoterapia y parafarmacia,otra
Jalea real con própolis para niños Vive+ caja 12 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.5,5.95,Fitoterapia y parafarmacia,otra
Própolis y jalea real + equinácea Vive+ caja 12 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.5,5.95,Fitoterapia y parafarmacia,otra
Cartílago de tiburón Vivisima+ caja 40 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.11,4.39,Fitoterapia y parafarmacia,otra
Garcinia cambogia Vivisima+ caja 40 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.1,4.1,Fitoterapia y parafarmacia,otra
Arándano rojo americano antioxidante Natur Tierra bote 30 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.19,5.75,Fitoterapia y parafarmacia,otra
Jarabe detoxificante depurativo con alcachofera y zarzaparrilla Natur Tierra caja 250 ml,"Perfumería, higiene, salud",Complementos nutricionales,LITRO,27.4,6.85,Fitoterapia y parafarmacia,otra
Melatonina Vivisima+ caja 40 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.1,3.99,Fitoterapia y parafarmacia,otra
Colágeno Vivisima+ caja 50 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.08,3.99,Fitoterapia y parafarmacia,otra
Jalea real Vivisima+ caja 12 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.4,4.79,Fitoterapia y parafarmacia,otra
Chitosán Vivisima+ caja 50 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.08,3.89,Fitoterapia y parafarmacia,otra
"Cabello, uñas y piel Vivisima+ caja 50 unidades","Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.08,3.89,Fitoterapia y parafarmacia,otra
Cola de caballo Vivisima+ caja 50 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.08,3.95,Fitoterapia y parafarmacia,otra
Valeriana Vivisima+ caja 50 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.08,3.95,Fitoterapia y parafarmacia,otra
Levadura de cerveza Vivisima+ caja 50 unidades,"Perfumería, higiene, salud",Complementos nutricionales,UNIDAD,0.08,3.89,Fitoterapia y parafarmacia,otra
Toallitas de higiene corporal para adultos Botikit de Dia bolsa 60 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.07,3.95,Fitoterapia y parafarmacia,Dia
Preservativos sensitive Imaqe de Dia caja 12 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.26,3.12,Fitoterapia y parafarmacia,Imaqe de Dia
Preservativos natural Imaqe de Dia caja 24 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.2,4.72,Fitoterapia y parafarmacia,Imaqe de Dia
Esponjas jabonosas Noname bolsa 10 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.12,1.2,Fitoterapia y parafarmacia,otra
Esponja vegetal facial Imaqe de Dia bolsa 2 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.5,1.0,Fitoterapia y parafarmacia,Imaqe de Dia
Alcohol de romero Imaqe de Dia botella 250 ml,"Perfumería, higiene, salud",Parafarmacia,100 ML.,0.8,1.99,Fitoterapia y parafarmacia,Imaqe de Dia
Alcohol 96º Botikit de Dia botella 250 ml,"Perfumería, higiene, salud",Parafarmacia,100 ML.,0.3,0.75,Fitoterapia y parafarmacia,Dia
Agua oxigenada Botikit de Dia botella 250 ml,"Perfumería, higiene, salud",Parafarmacia,100 ML.,0.26,0.65,Fitoterapia y parafarmacia,Dia
Tiritas infantiles Patrulla Canina Salvelox caja 20 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.15,2.9,Fitoterapia y parafarmacia,otra
Bastoncillos de algodón con palo de papel Imaqe de Dia caja 200 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.01,1.0,Fitoterapia y parafarmacia,Imaqe de Dia
Discos de algodón ovalados desmaquilladores Imaqe de Dia bolsa 70 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.02,1.15,Fitoterapia y parafarmacia,Imaqe de Dia
Discos de algodón redondos desmaquilladores Imaqe de Dia bolsa 120 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.01,0.95,Fitoterapia y parafarmacia,Imaqe de Dia
Preservativos king size Skin caja 10 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.85,8.5,Fitoterapia y parafarmacia,otra
Preservativos original Skin caja 10 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.76,7.55,Fitoterapia y parafarmacia,otra
Vaselina pura Imaqe de Dia frasco 100 g,"Perfumería, higiene, salud",Parafarmacia,100 GR.,1.99,1.99,Fitoterapia y parafarmacia,Imaqe de Dia
Desodorante para pies Imaqe de Dia spray 150 ml,"Perfumería, higiene, salud",Parafarmacia,100 ML.,1.3,1.95,Fitoterapia y parafarmacia,Imaqe de Dia
Desodorante para pies en polvo Imaqe de Dia bote 100 g,"Perfumería, higiene, salud",Parafarmacia,100 GR.,2.55,2.55,Fitoterapia y parafarmacia,Imaqe de Dia
Gel de manos antiséptico Imaqe de Dia bote 500 ml,"Perfumería, higiene, salud",Parafarmacia,100 ML.,0.6,3.0,Fitoterapia y parafarmacia,Imaqe de Dia
Gel de manos antiséptico Botikit de Dia bote 100 ml,"Perfumería, higiene, salud",Parafarmacia,100 ML.,1.6,1.6,Fitoterapia y parafarmacia,Dia
Discos desmaquillantes original Demak up bolsa 60 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.02,1.29,Fitoterapia y parafarmacia,otra
Toallitas higienizantes Diat bolsa 15 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.06,0.85,Fitoterapia y parafarmacia,Dia
Bastoncillos de papel Planeta Bebé de Dia caja 50 unidades,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,0.02,0.85,Fitoterapia y parafarmacia,Dia
Quitaesmalte extrahidratante Cutex botella 200 ml,"Perfumería, higiene, salud",Quitaesmalte,100 ML.,1.65,3.29,Fitoterapia y parafarmacia,otra
Quitaesmalte ultra efectivo Cutex botella 200 ml,"Perfumería, higiene, salud",Quitaesmalte,100 ML.,1.65,3.29,Fitoterapia y parafarmacia,otra
Discos quitaesmalte sin acetona Bonté Everyday de Dia bolsa 30 unidades,"Perfumería, higiene, salud",Quitaesmalte,UNIDAD,0.03,1.0,Fitoterapia y parafarmacia,Dia
Maquinilla depilación 5 hojas formato viaje Imaqe de Dia caja 1 unidad,"Perfumería, higiene, salud",Depilación,UNIDAD,4.9,4.9,Fitoterapia y parafarmacia,Imaqe de Dia
Recambio maquinilla de depilación 5 hojas Imaqe de Dia caja 2 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,2.45,4.9,Fitoterapia y parafarmacia,Imaqe de Dia
Maquinilla depilación recargable 5 hojas  Imaqe de Dia caja 1 unidad,"Perfumería, higiene, salud",Depilación,UNIDAD,4.85,4.85,Fitoterapia y parafarmacia,Imaqe de Dia
Maquinilla depilación 3 hojas  Imaqe de Dia bolsa 4 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.65,2.6,Fitoterapia y parafarmacia,Imaqe de Dia
Maquinilla depilación dos hojas  Imaqe de Dia bolsa 10 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.2,2.0,Fitoterapia y parafarmacia,Imaqe de Dia
Crema depilatoria áreas sensibles + bálsamo post-depilación Veet Men caja 150 ml,"Perfumería, higiene, salud",Depilación,100 ML.,4.33,6.49,Fitoterapia y parafarmacia,otra
Maquinilla confortglide spa breeze recambio Gillette Venus blister 4 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,3.75,14.99,Fitoterapia y parafarmacia,otra
Maquinilla confortglide spa breeze Gillette Venus blister 1 unidad,"Perfumería, higiene, salud",Depilación,UNIDAD,7.99,7.99,Fitoterapia y parafarmacia,otra
Bandas de cera depilatoria corporal aloe vera Imaqe de Dia estuche 20 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.08,1.65,Fitoterapia y parafarmacia,Imaqe de Dia
Banda depilatoria facial aloe vera Imaqe de Dia frasco 16 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.08,1.2,Fitoterapia y parafarmacia,Imaqe de Dia
Cera depilatoria caliente Imaqe de Dia bote 100 g,"Perfumería, higiene, salud",Depilación,100 GR.,2.69,2.69,Fitoterapia y parafarmacia,Imaqe de Dia
Crema depilatoria aloe vera Imaqe de Dia bote 200 ml,"Perfumería, higiene, salud",Depilación,100 ML.,1.6,3.19,Fitoterapia y parafarmacia,Imaqe de Dia
Crema depilatoria para axilas pieles sensibles Veet tubo 100 ml,"Perfumería, higiene, salud",Depilación,100 ML.,4.99,4.99,Fitoterapia y parafarmacia,otra
Bandas de cera depilatoria corporal Veet caja 20 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.27,5.49,Fitoterapia y parafarmacia,otra
Bandas de cera depilatoria facial Veet caja 20 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.25,4.95,Fitoterapia y parafarmacia,otra
Crema gel depilatoria hidratante Body Natur tubo 200 ml,"Perfumería, higiene, salud",Depilación,100 ML.,1.73,3.45,Fitoterapia y parafarmacia,otra
Maquinilla desechable mujer Wilkinson blister 4 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,1.06,4.25,Fitoterapia y parafarmacia,otra
Maquinilla desechable mujer Wilkinson blister 8 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.92,7.39,Fitoterapia y parafarmacia,otra
Banda cera fría facial piel normal Veet caja 16 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.31,4.99,Fitoterapia y parafarmacia,otra
Gel crema depilatorio corporal piel sensible Veet tubo 200 ml,"Perfumería, higiene, salud",Depilación,100 ML.,2.5,4.99,Fitoterapia y parafarmacia,otra
Maquinilla desechable mujer Wilkinson blister 7 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.51,3.55,Fitoterapia y parafarmacia,otra
Crema depilatoria piel sensible Veet tubo 200 ml,"Perfumería, higiene, salud",Depilación,100 ML.,2.5,4.99,Fitoterapia y parafarmacia,otra
Barritas de galleta recubiertas de chocolate Kit Kat bolsa 3 x 41.5 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,17.59,2.19,"Azúcar, caramelos y chocolate",otra
Barquillos tradicionales Rifacli Neula caja 48 g,"Azúcar, chocolates y caramelos",Dulces de Navidad,KILO,11.46,0.55,"Azúcar, caramelos y chocolate",otra
Bombones surtidos Nestlé Caja Roja caja 200 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,31.45,6.29,"Azúcar, caramelos y chocolate",Caja Roja
Mini barritas de chocolate con leche y avellanas Kinder bolsa 108 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,23.06,2.49,"Azúcar, caramelos y chocolate",Kinder
Bombones surtidos Nestlé Caja Roja caja 100 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,33.5,3.35,"Azúcar, caramelos y chocolate",Caja Roja
Barritas de chocolate blanco y avellanas Kinder bolsa 3 x 39 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,25.56,2.99,"Azúcar, caramelos y chocolate",Kinder
Huevos de chocolate relleno de leche y avellanas Kinder bolsa 125 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,23.92,2.99,"Azúcar, caramelos y chocolate",Kinder
Barritas de chocolate con leche y avellanas Kinder bolsa 3 x 43 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,23.18,2.99,"Azúcar, caramelos y chocolate",Kinder
Garbanzos cocidos extra Vegecampo de Dia frasco 210 g,"Arroz, pastas y legumbres",Garbanzos,KILO,3.1,0.65,"Arroz, legumbres y pastas",Dia
Ensalada de garbanzos Gvtarra frasco 345 g,"Arroz, pastas y legumbres",Garbanzos,KILO,8.84,3.05,"Arroz, legumbres y pastas",otra
Garbanzo de escacena cocido Luengo frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,3.63,1.45,"Arroz, legumbres y pastas",otra
Garbanzo cocido ecológico Luengo frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,4.98,1.99,"Arroz, legumbres y pastas",otra
Garbanzo cocido pedrosillano Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,2.63,1.05,"Arroz, legumbres y pastas",Dia
Garbanzos cocidos bajo contenido en sal Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,2.48,0.99,"Arroz, legumbres y pastas",Dia
Garbanzo pedrosillano Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,1.95,1.95,"Arroz, legumbres y pastas",Dia
Garbanzos con verduras cocidas Luengo frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,3.63,1.45,"Arroz, legumbres y pastas",otra
