Nombre,Precio,Precio_unit,Categoria,Subcategoria,categoria_principal,Unidad_medida,Marca
Lasaña de proteína vegetal Green Cuisine Findus 400 g.,4.85,12.12,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,FINDUS PRODUCTO
Pimiento rojo Carrefour Simply 2 kg,4.85,2.42,productos frescos,verduras y hortalizas,Fruta y verdura,KILO,
Ambientador automático Freshmatic fragancia Nenuco recambio Air Wick 1 ud.,4.85,4.85,limpieza y hogar,ambientadores,Limpieza y hogar,UNIDAD,
Galletas Surtidas Selección Extra Carrefour 245 gr.,4.85,19.8,la despensa,desayuno,Cereales y galletas,KILO,CARREFOUR
Tortillas de trigo Old el Paso 12 ud.,4.85,9.92,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,CALIENTA LAS
Salmón con aceite de oliva Carrefour 125 g.,4.85,38.8,productos frescos,pescaderia,"Aceite, especias y salsas",KILO,CARREFOUR
Leche fresca de oveja Granja Noé botella 750 ml.,4.85,6.47,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,GRANJA
Galletas con fibra y miel Gerblé 400 g.,4.85,12.12,la despensa,desayuno,Cereales y galletas,KILO,GERBLE
"Cereales de trigo integral, avena integral y arroz tostados Fitness Original Nestlé 625 g.",4.85,7.76,la despensa,desayuno,"Arroz, legumbres y pasta",KILO,FITNESS
Ambientador automático Freshmatic fragancia lavanda y camomila recambio Air Wick 1 ud.,4.85,4.85,limpieza y hogar,ambientadores,Limpieza y hogar,UNIDAD,
Ambientador automático freshmatic fragancia delicias de verano recambio Air Wick 1 ud.,4.85,4.85,limpieza y hogar,ambientadores,Limpieza y hogar,UNIDAD,
"Champú violeta matizador para el pelo con mechas, rubio, decolorado o gris Color Vive L'Oréal-Elvive 200 ml.",4.85,2.421,perfumeria e higiene,cabello,Cuidado del cabello,100 ML,
Helado de chocolate ecológico Carrefour Bio 450 g.,4.85,10.78,congelados,helados,Congelados,KILO,
Suavizante concentrado Flor Nenuco 78 lavados.,4.85,0.06,limpieza y hogar,cuidado de la ropa,Limpieza y hogar,LAVADO,
Agua de colonia Fruits Atracttion nata y fresa Saphir 100 ml.,4.85,4.851,perfumeria e higiene,bano e higiene corporal,Cuidado facial y corporal,100 ML,
Burger bulgur y garbanzos a la provenzal Carrefour Veggie 400 g.,4.85,12.12,la despensa,conservas sopas y precocinados,"Arroz, legumbres y pasta",KILO,CARREFOUR
Recambio ambientador automático orquídea y vainilla Air Wick Freshmatic 250 ml.,4.85,4.85,limpieza y hogar,ambientadores,Limpieza y hogar,UNIDAD,
Bolsas de congelación 2 tamaños Ziploc Albal 20 ud.,4.85,0.24,limpieza y hogar,conservacion de alimentos,Cuidado facial y corporal,UNIDAD,
Ambientador automático Freshmatic fragancia flores de cerezo de Asia recambio Air Wick 1 ud.,4.85,4.85,limpieza y hogar,ambientadores,Limpieza y hogar,UNIDAD,
Mantequilla fácil de untar Président 250 g.,4.85,19.4,la despensa,lacteos,"Huevos, leche y mantequilla",KILO,PRESIDENT
Vino tinto crianza Marqués de Valido D.O. Ca. Rioja 75 cl.,4.79,4.79,bebidas,vinos,Bodega,UNIDAD,MARQUES MARQUES
Crema de cacahuete crujiente alta en fibra y proteínas Prozis 500 g.,4.79,9.58,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,PROZIS
Limpiador antical líquido Viakal Clásico 750 ml.,4.79,6.39,limpieza y hogar,productos para bano,Limpieza y hogar,LITRO,
Bao buns de pato Itsu 180 g.,4.79,26.61,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,MICROONDAS VAPOR
Lavavajillas a mano ultra original Fairy 1015 ml.,4.79,4.72,limpieza y hogar,productos para cocina,Limpieza y hogar,LITRO,
Palo Universal para Fregona o Cepillo de Acero VILEDA,4.79,4.79,limpieza y hogar,utensilios de limpieza,"Aceite, especias y salsas",UNIDAD,
Salsa BBQ sabor miel cero Prima sin gluten y sin azúcar añadido 420 g.,4.79,11.4,la despensa,alimentacion,"Aceite, especias y salsas",KILO,PRIMA
Detergente liquido optimal clen Expert 39 lavados.,4.79,0.12,limpieza y hogar,cuidado de la ropa,Limpieza y hogar,LAVADO,
Barrita de proteínas sabor brownie Zero Prozis pack de 3 unidades de 40 g.,4.79,39.92,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,PROZIS
Barrita de proteínas sabor cacahuete Zero Prozis pack de 3 unidades de 40 g.,4.79,39.92,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,PROZIS
Ambientador para lavavajillas aroma limón Finish 60 lavados.,4.79,4.79,limpieza y hogar,productos para cocina,Limpieza y hogar,UNIDAD,
Detergente líquido frescor alpino Optimal Clean Carrefour Expert 39 lavados.,4.79,0.12,limpieza y hogar,cuidado de la ropa,Limpieza y hogar,LAVADO,
Vino D.O. Rioja tinto crianza Carrizal 75 cl.,4.79,4.79,bebidas,vinos,Bodega,UNIDAD,CARREFOUR
Suavizante concentrado frutos rojos y exóticos Flor Twist 78 lavados.,4.79,0.06,limpieza y hogar,cuidado de la ropa,Limpieza y hogar,LAVADO,
Queso fundido con sticks de pan La Vaca Que Ríe pack de 8 unidades de 35 g.,4.79,17.11,productos frescos,quesos,Charcutería y quesos,KILO,VACA QUE
Suavizante concentrado melocotón y cítricos Flor Twist 78 lavados.,4.79,0.06,limpieza y hogar,cuidado de la ropa,Limpieza y hogar,LAVADO,
Crema 100% avellana Sensation Carrefour sin gluten 180 g.,4.79,26.61,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Fregasuelos insecticida aroma lavanda Desic KH-7 750 ml.,4.79,6.39,limpieza y hogar,productos para toda la casa,Limpieza y hogar,LITRO,
Maquinillas desechables para mujer 4 hojas Carrefour Soft 4 ud.,4.79,1.2,perfumeria e higiene,depilacion y afeitado,Cuidado facial y corporal,UNIDAD,
Salsa barbacoa Cero Prima sin gluten y sin azúcar añadido envase 510 g.,4.79,9.39,la despensa,alimentacion,"Aceite, especias y salsas",KILO,PRIMA
Burger kikiricrunch The Vegetarian Butcher 180 g.,4.79,26.61,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,THE VEGETARIAN
Pescadilla fina 800 g aprox,4.79,5.99,productos frescos,pescaderia,Marisco y pescado,KILO,
Leche fermentada líquida natural Kaikucol pack de 8 unidades de 65 g.,4.79,9.21,la despensa,yogures y postres,Postres y yogures,KILO,KAIKUCOL
Harina de maíz fina Maizena sin gluten 700 g.,4.79,6.84,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,MAIZENA
Cepillo de dientes medio Lacer 1 ud.+ dentifrico 5 ml.,4.79,4.79,parafarmacia,higiene bucal,Cuidado facial y corporal,UNIDAD,
Dentífrico protección anticaries protege encías con flúor y calcio sabor fresa para niños +6 años Júnior Lacer 75 ml.,4.79,6.391,parafarmacia,higiene bucal,Cuidado facial y corporal,100 ML,
Agua micelar desmaquillador todo en uno para piel normal y mixta MicellAIR Nivea 400 ml.,4.79,1.201,perfumeria e higiene,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,
Mascarilla facial peel off de carbón limpieza profunda Iroha Nature 1 ud.,4.79,4.79,perfumeria e higiene,cuidado y proteccion corporal,Cuidado facial y corporal,UNIDAD,
Cepillo de dientes fuerte Lacer 1 ud.,4.79,4.79,parafarmacia,higiene bucal,Cuidado facial y corporal,UNIDAD,
Berlina Bombon Donuts 6 ud.,4.79,14.52,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,DONUTS
Salsa boloñesa Barilla sin gluten tarro 400 g.,4.79,11.97,la despensa,alimentacion,"Aceite, especias y salsas",KILO,BARILLA
Loción corporal hidratante intensiva piel seca a muy seca Dove 400 ml.,4.79,1.201,perfumeria e higiene,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,
Champú suave con leche de almendra y arroz Nectar Of Beauty Les Cosmétiques 700 ml.,4.79,0.681,perfumeria e higiene,cabello,"Arroz, legumbres y pasta",100 ML,
Toallitas Sensitive Carrefour 3x72 uds,4.79,0.02,bebe,panales y toallitas,Cuidado facial y corporal,UNIDAD,
Patata de Galicia padro cachelo 3 kg,4.79,1.6,productos frescos,verduras y hortalizas,Fruta y verdura,KILO,
Rabas de calamar enharinadas Pescanova 400 g.,4.79,11.97,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,PESCANOVA
Protector de pieles incoloro Búfalo 250 ml.,4.79,19.16,limpieza y hogar,calzado,Limpieza y hogar,LITRO,
Spray aceite protector solar SFP 30 con vitamina E perfume de coco Science Les Cosmétiques 200 ml.,4.79,2.391,perfumeria e higiene,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,LES COSMETIQUES
Gel de ducha Natural Prebiotic de Bio Agave revitalizante Sanex 600 ml.,4.79,0.801,perfumeria e higiene,bano e higiene corporal,Cuidado facial y corporal,100 ML,
Crema de cacahuete suave alta en fibra y proteína Prozis 500 g.,4.79,9.58,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,PROZIS
Salchichón Ibérico de Bellota 50% Raza Ibérica Valturra Ibéricos velita de 200 g,4.79,23.95,productos frescos,charcuteria,"Aceite, especias y salsas",KILO,
Velita de chorizo ibérico de Bellota 50% raza ibérica Valturra Ibéricos 200 g,4.79,23.95,productos frescos,charcuteria,Charcutería y quesos,KILO,
Zumo tropical Original Bifrutas pack de 6 briks de 33 cl.,4.79,2.42,bebidas,aguas y zumos,Zumos,LITRO,
Tinte retoca raíces spray instantáneo castaño oscuro Color Retouch Science Les Cosmétiques 75 ml.,4.79,6.391,perfumeria e higiene,cabello,Cuidado facial y corporal,100 ML,
Bolígrafos Bic Cristal Azul 10 uds,4.79,0.48,limpieza y hogar,papeleria,papeleria,UNIDAD,
Infusión sueño con melisa en bolsitas ecológica Pompadour 18 ud.,4.79,177.41,la despensa,desayuno,"Cacao, café e infusiones",KILO,POMPADOUR
Mayonesa Ligeresa sin lactosa tarro 650 ml.,4.79,7.37,la despensa,alimentacion,"Aceite, especias y salsas",KILO,LIGERESA
Cepillo dental cabezal pequeño suave Vitis 1 ud.,4.79,4.79,parafarmacia,higiene bucal,Cuidado facial y corporal,UNIDAD,
Leche fermentada líquida sabor fresa Kaiku Kaikucol sin gluten pack de 8 unidades de 65 g.,4.79,9.21,la despensa,yogures y postres,Postres y yogures,KILO,KAIKUCOL
Cepillo dental cabezal pequeño medio Vitis 1 ud.,4.79,4.79,parafarmacia,higiene bucal,Cuidado facial y corporal,UNIDAD,
Pizza pancetta delicata Tradizionale 390 g,4.79,12.28,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,TRADIZIONALE
Pizza speciale Tradizionale Dr. Oetker 400 g.,4.79,11.97,congelados,pizzas congeladas,Congelados,KILO,TRADIZIONALE
Espejo de aumento x10 con ventosa Beter 1 ud.,4.79,4.79,perfumeria e higiene,cosmetica,Cuidado facial y corporal,UNIDAD,
Tinte retoca raíces spray instantáneo rubio oscuro Color Retouch Science Les Cosmétiques 75 ml.,4.79,6.391,perfumeria e higiene,cabello,Cuidado facial y corporal,100 ML,
Pizza tonno Casa di Mama Dr. Oetker 435 g.,4.79,11.01,congelados,pizzas congeladas,Congelados,KILO,CASA MAMA
Cresta Rosa,4.79,4.79,bebidas,vinos,Bodega,UNIDAD,CRESTA EMB
Cereales variados Kellogg's pack de 8 unidades de 25 g.,4.79,21.77,la despensa,desayuno,Cereales y galletas,KILO,KELLOGG UNA
Tinte retoca raíces spray instantáneo moreno Science Les Cosmétiques 75 ml.,4.79,6.391,perfumeria e higiene,cabello,Cuidado facial y corporal,100 ML,
Pizza prosciutto funghi Casa di Mama Dr. Oetker 405 g.,4.79,11.83,congelados,pizzas congeladas,Congelados,KILO,CASA MAMA
Pizza mozzarella e pesto Tradizionale 385 g,4.79,12.44,congelados,pizzas congeladas,Congelados,KILO,TRADIZIONALE
Agua micelar desmaquillador todo en uno para piel seca y sensible MicellAIR Nivea 400 ml.,4.79,1.201,perfumeria e higiene,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,
Crema de cacao con avellanas Nutella sin gluten 450 g.,4.79,10.64,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,NUTELLA
Pizza quattro formaggi Casa di Mama Dr. Oetker 410 g.,4.79,11.68,congelados,pizzas congeladas,Congelados,KILO,CASA MAMA
Pizza espinacas y ricota Tradizionale Dr. Oetker 415 g.,4.79,11.83,congelados,pizzas congeladas,Congelados,KILO,TRADIZIONALE
Piña en rodajas sin azúcar añadido Del Monte 510 g.,4.79,13.31,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,DEL MONTE
Queso fresco artesano de oveja Flor de Esgueva 250 g.,4.79,19.16,productos frescos,quesos,Charcutería y quesos,KILO,FLOR ESGUEVA
Cepillo dental junior cabezal pequeño Vitis 1 ud.,4.79,4.791,parafarmacia,higiene bucal,Cuidado facial y corporal,100 ML,
Lagarto de cerdo Duroc Círculo de Calidad Carrefour 300 g aprox,4.77,15.89,productos frescos,carniceria,Carne,KILO,
Medio conejo a cuartos Calidad y Origen Carrefour 550 g aprox,4.76,8.65,productos frescos,carniceria,Carne,KILO,CYO
Dentífrico protección avanzada Caries Profesional Elmex 75 ml.,4.75,6.331,parafarmacia,higiene bucal,Cuidado facial y corporal,100 ML,
Guisantes finos Findus 1 kg.,4.75,4.75,congelados,verduras congeladas,Congelados,KILO,FINDUS PRODUCTO
Menestra de verduras Findus 1 kg.,4.75,4.75,congelados,verduras congeladas,Congelados,KILO,FINDUS PRODUCTO
Limpiador facial en espuma de aloe vera IDC Institute 240 ml.,4.75,1.981,perfumeria e higiene,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,IDC INSTITUTE
Arabe Blanco,4.75,6.33,bebidas,vinos,Bodega,LITRO,ARABE
Judías verdes planas Findus 1 kg.,4.75,4.75,congelados,verduras congeladas,Congelados,KILO,FINDUS
Caldo natural de cocido madrileño Aneto sin gluten y sin lactosa brik 1 l.,4.75,4.75,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",LITRO,ANETO
Colgador WC lago alpino Gel Brillante Todo en 1 Bref 2 ud.,4.75,56.55,limpieza y hogar,productos para bano,Cuidado facial y corporal,KILO,
Bolsita de 4 frutas desde 4 meses Nestlé sin gluten y sin azúcar añadido pack de 4 unidades de 90 g.,4.75,13.19,bebe,alimentacion infantil,Bebé,KILO,NESTLE
Anillas a la romana Carrefour 500 g.,4.75,9.5,congelados,rebozados y platos preparados,Pizzas y platos preparados,KILO,CARREFOUR
Bolsita de plátano y manzana desde 4 meses Nestlé sin gluten y sin azúcar añadido pack de 4 unidades de 90 g.,4.75,13.19,bebe,alimentacion infantil,Bebé,KILO,NESTLE
Gel de afeitar Sensitive Nivea Men 200 ml.,4.75,2.371,perfumeria e higiene,depilacion y afeitado,Cuidado facial y corporal,100 ML,
Ensaladilla Findus 1 kg.,4.75,4.75,congelados,verduras congeladas,"Aceite, especias y salsas",KILO,FINDUS PRODUCTO
Champú anticaída para cabellos grasos NaturVital 300 ml.,4.75,1.581,perfumeria e higiene,cabello,Cuidado del cabello,100 ML,
Champú anticaída para cabellos normales NaturVital 300 ml.,4.75,1.581,perfumeria e higiene,cabello,Cuidado del cabello,100 ML,
Berberechos al natural Cabo de Peñas 63 g.,4.75,0.0,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",No especificado,CABO
Salsa tikka masala picante suave Tiger Khan 340 ml.,4.75,13.97,la despensa,alimentacion,"Aceite, especias y salsas",LITRO,TIGER KHAN
Café molido natural Lavazza Qualità Rossa 250 g.,4.75,19.0,la despensa,desayuno,"Cacao, café e infusiones",KILO,LAVAZZA
Bombón Almond Remix Magnum 3 ud.,4.75,1.58,congelados,helados,Congelados,UNIDAD,MAGNUM
Judías verdes troceadas Findus 1 kg.,4.75,4.75,congelados,verduras congeladas,Congelados,KILO,FINDUS
Gel lavavajillas a máquina en cápsulas Todo en uno Carrefour Expert 26 ud.,4.75,0.18,limpieza y hogar,productos para cocina,Cuidado facial y corporal,LAVADO,
Espinacas en hojas Findus 1 kg.,4.75,4.75,productos frescos,verduras y hortalizas,Fruta y verdura,KILO,FINDUS PRODUCTO
Aroma de vainilla Vahiné 200 ml.,4.75,23.75,la despensa,dulce,"Azúcar, caramelos y chocolate",LITRO,AROMA VAINILLA
Soja texturizada fina ecológica Ecocesta 250 g.,4.75,19.0,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,
Ambientador eléctrico campos de lavanda recambio Ambi Pur 1 ud.,4.75,4.75,limpieza y hogar,ambientadores,Limpieza y hogar,UNIDAD,
Ambientador eléctrico nubes de algodón recambio Ambi Pur 1 ud.,4.75,4.75,limpieza y hogar,ambientadores,Limpieza y hogar,UNIDAD,
Cepillo de dientes medio refresca el aliento Triple Action Colgate 4 ud.,4.75,1.19,perfumeria e higiene,boca y sonrisa,Cuidado facial y corporal,UNIDAD,
Limpia lavadoras elimina olores Sanytol 250 ml.,4.75,19.0,limpieza y hogar,cuidado de la ropa,Limpieza y hogar,LITRO,
Pizza italiana jamón trufada Carrefour 400 g,4.75,11.87,productos frescos,platos preparados cocinados,Pizzas y platos preparados,KILO,CARREFOUR
Ambientador eléctrico armonía de vainilla recambio Ambi Pur 1 ud.,4.75,4.75,limpieza y hogar,ambientadores,Limpieza y hogar,UNIDAD,
Leche condensada desnatada Classic Carrefour 1040 g.,4.75,4.57,la despensa,lacteos,"Huevos, leche y mantequilla",KILO,CARREFOUR
Fregona Sintética BALLERINA La Original - Amarilla,4.75,4.75,limpieza y hogar,utensilios de limpieza,"Cacao, café e infusiones",UNIDAD,
Anchodina Carrefour El Mercado 100 g,4.75,47.5,productos frescos,pescaderia,Marisco y pescado,KILO,CARREFOUR
Miel de romero Carrefour Classic' 500 g.,4.75,9.5,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Lenteja pardina categoría extra La Asturiana 1 kg.,4.75,4.75,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,ASTURIANA
Bocados finas hierbas Better Balance 160 g.,4.75,29.69,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,BETTER BALANCE
Constramuslo de pavo fileteado Carrefour 600 g aprox,4.73,7.89,productos frescos,carniceria,Carne,KILO,CARREFOUR
Preparado de paella de marisco congelado 600 g,4.7,9.4,productos frescos,pescaderia,Cuidado facial y corporal,KILO,CARREFOUR
Caldo natural de pescado Aneto sin gluten y sin lactosa brik 1 l.,4.69,4.69,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",LITRO,ANETO
Vodka Vikoroff 70 cl.,4.69,6.7,bebidas,alcoholes,Bodega,LITRO,CARREFOUR
Café con leche en cápsulas Central Lechera Asturiana sin lactosa compatible con Dolce Gusto 16 unidades de 10 g.,4.69,29.31,la despensa,desayuno,"Cacao, café e infusiones",KILO,CENTRAL LECHERA
Cepillo de dientes medio blanqueador Max White 360° Colgate 1 ud.,4.69,4.69,perfumeria e higiene,boca y sonrisa,Cuidado facial y corporal,UNIDAD,
Proteína vegetal sabor salmón Vivera 200 g.,4.69,23.45,la despensa,conservas sopas y precocinados,"Aceite, especias y salsas",KILO,VIVERA
Dentífrico antiplaca y anticaries de uso diario con flúor Lacer 75 ml.,4.69,6.251,parafarmacia,higiene bucal,Cuidado facial y corporal,100 ML,
Cacao soluble Mocca Cola Cao doy pack 270 g.,4.69,17.37,la despensa,desayuno,"Cacao, café e infusiones",KILO,COLA CAO
After shave gel aloe vera Carrefour Men 400 ml.,4.69,1.171,perfumeria e higiene,depilacion y afeitado,Cuidado facial y corporal,100 ML,
Dentífrico para dientes sensibles Sensibilidad & Encías Blanqueante Sensodyne 75 ml.,4.69,6.251,perfumeria e higiene,boca y sonrisa,Cuidado facial y corporal,100 ML,
Cacao soluble con fibra sin azúcar añadido Cola Cao Cero 300 g.,4.69,15.63,la despensa,desayuno,"Cacao, café e infusiones",KILO,COLA CAO
Bloque vegano sabor cheddar Epic Mature Violife sin gluten sin lactosa 200 g.,4.69,23.45,productos frescos,quesos,Charcutería y quesos,KILO,VIOLIFE
Dentífrico para dientes sensibles Multiprotección Sensodyne 75 ml.,4.69,6.251,perfumeria e higiene,boca y sonrisa,Cuidado facial y corporal,100 ML,
Merluza del Cabo a la gallega Frinsa 78 g.,4.69,60.13,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,FRINSA
Camarón cocido pelado procedente de pesca sostenible Carrefour 200 g.,4.69,23.45,congelados,mariscos congelados,Congelados,KILO,CARREFOUR
