Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio 
L2186,Quitaesmalte con acetona Imaqe de Dia botella 200 ml,"Perfumería, higiene, salud",Quitaesmalte,100 ML.,0.58,1.15
L2186,Quitaesmalte extrahidratante Cutex botella 200 ml,"Perfumería, higiene, salud",Quitaesmalte,100 ML.,1.65,3.29
L2186,Quitaesmalte ultra efectivo Cutex botella 200 ml,"Perfumería, higiene, salud",Quitaesmalte,100 ML.,1.65,3.29
L2186,Discos quitaesmalte sin acetona Bonté Everyday de Dia bolsa 30 unidades,"Perfumería, higiene, salud",Quitaesmalte,UNIDAD,0.03,1
L2187,Agua mineral con gas Dia botella 1.5 l,"Agua, refrescos y zumos",Agua,LITRO,0.27,0.41
L2187,Calabacín unidad aprox. 475 g,Verduras,"Calabacín, calabaza y berenjena",KILO,1.79,0.85
L2187,Maravillas de mar al ajillo Mari Marinera de Dia lata 50 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,29,1.45
L2187,Cerveza especial negra Ramblers de Dia lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas especiales,LITRO,1.61,0.53
L2187,Bombones rellenos de coco y almendra Ferrero Raffaello caja 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,26.33,3.95
L2187,Arroz con leche con canela Caprichoso Dia pack 4 x 125 g,Yogures y postres,Arroz con leche y postre tradicional,KILO,2.67,1.39
L2187,Snack para perros Pedigree Rodeo bolsa 70 g,Mascotas,Perros,KILO,28.43,1.99
L2187,Agua mineral natural Font Vella botella 1.5 l,"Agua, refrescos y zumos",Agua,LITRO,0.49,0.73
L2187,Alimento para gatos salmón Friskies bolsa 3 Kg,Mascotas,Gatos,KILO,3.23,9.69
L2187,Povidona iodada 10% Bonté Equity de Dia bote 125 ml,"Perfumería, higiene, salud",Parafarmacia,100 ML.,1.4,1.75
L2187,Cerveza sabor limón shandy sin alcohol Ramblers de Dia lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,1.06,0.35
L2187,Suavizante concentrado talco rosa San botella 59 lavados,Limpieza y hogar,Cuidado de la ropa,LAVADO,0.04,2.49
L2187,Atún en aceite de girasol Isabel lata 6 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,19.07,5.95
L2187,Agua mineral natural Cabreiroá botella 1.5 l,"Agua, refrescos y zumos",Agua,LITRO,0.53,0.79
L2187,Huevos de chocolate con sorpresa 3 unidades Kinder caja 60 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,58.17,3.49
L2187,Calabaza unidad aprox. 1.6 Kg,Verduras,"Calabacín, calabaza y berenjena",KILO,1.89,3.02
L2187,Lavavajillas mano maxi poder anti-goteo Fairy botella 370 ml,Limpieza y hogar,Lavavajillas,LITRO,10.78,3.99
L2187,Limpiador para máquina lavavajillas Finish botella 250 ml,Limpieza y hogar,Lavavajillas,LITRO,14.76,3.69
L2187,Alimento para gatos con carne tarro As Dia lata 340 g,Mascotas,Gatos,KILO,6.62,2.25
L2187,Alimento para gatos gourmet mix pescado As Dia lata 4 x 85 g,Mascotas,Gatos,KILO,6.62,2.25
L2187,Agua mineral con gas Vichy botella 1 l,"Agua, refrescos y zumos",Agua,LITRO,1.49,1.49
L2187,Filetes de caballa del sur en aceite de girasol Ubago lata 65 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,23.85,1.55
L2187,Cerveza con limón Shandy lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,2.58,0.85
L2187,Protector labial original Liposan blister 1 unidad,"Perfumería, higiene, salud",Parafarmacia,UNIDAD,2.75,2.75
L2187,Agua mineral natural Font Vella botella 2 l,"Agua, refrescos y zumos",Agua,LITRO,0.49,0.97
L2187,Insecticida eléctrico antimosquitos aparato + 2 recambios Bloom caja 1 unidad,Limpieza y hogar,Insecticidas,UNIDAD,7.99,7.99
L2187,Maquinilla desechable mujer Gillette Blue II blister 5 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.6,2.99
L2187,Agua mineral natural Solán de Cabras garrafa 5 l,"Agua, refrescos y zumos",Agua,LITRO,0.54,2.69
L2187,Cerveza con limón Mahou Mixta lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,2.39,0.79
L2187,Atún claro en aceite de oliva Calvo lata 3 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,28.53,4.45
L2188,Maquinilla desechable mujer Gillette Blue II blister 5 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.6,2.99
L2188,Maquinilla depilación 5 hojas formato viaje Imaqe de Dia caja 1 unidad,"Perfumería, higiene, salud",Depilación,UNIDAD,4.9,4.9
L2188,Recambio maquinilla de depilación 5 hojas Imaqe de Dia caja 2 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,2.45,4.9
L2188,Maquinilla depilación recargable 5 hojas  Imaqe de Dia caja 1 unidad,"Perfumería, higiene, salud",Depilación,UNIDAD,4.85,4.85
L2188,Maquinilla depilación 3 hojas  Imaqe de Dia bolsa 4 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.65,2.6
L2188,Maquinilla depilación dos hojas  Imaqe de Dia bolsa 10 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.2,2
L2188,Crema depilatoria áreas sensibles + bálsamo post-depilación Veet Men caja 150 ml,"Perfumería, higiene, salud",Depilación,100 ML.,4.33,6.49
L2188,Maquinilla confortglide spa breeze recambio Gillette Venus blister 4 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,3.75,14.99
L2188,Maquinilla confortglide spa breeze Gillette Venus blister 1 unidad,"Perfumería, higiene, salud",Depilación,UNIDAD,7.99,7.99
L2188,Bandas de cera depilatoria corporal aloe vera Imaqe de Dia estuche 20 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.08,1.65
L2188,Banda depilatoria facial aloe vera Imaqe de Dia frasco 16 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.08,1.2
L2188,Cera depilatoria caliente Imaqe de Dia bote 100 g,"Perfumería, higiene, salud",Depilación,100 GR.,2.69,2.69
L2188,Crema depilatoria aloe vera Imaqe de Dia bote 200 ml,"Perfumería, higiene, salud",Depilación,100 ML.,1.6,3.19
L2188,Crema depilatoria para axilas pieles sensibles Veet tubo 100 ml,"Perfumería, higiene, salud",Depilación,100 ML.,4.99,4.99
L2188,Bandas de cera depilatoria corporal Veet caja 20 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.27,5.49
L2188,Bandas de cera depilatoria facial Veet caja 20 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.25,4.95
L2188,Crema gel depilatoria hidratante Body Natur tubo 200 ml,"Perfumería, higiene, salud",Depilación,100 ML.,1.73,3.45
L2188,Maquinilla desechable mujer Wilkinson blister 4 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,1.06,4.25
L2188,Maquinilla desechable mujer Wilkinson blister 8 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.92,7.39
L2188,Banda cera fría facial piel normal Veet caja 16 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.31,4.99
L2188,Gel crema depilatorio corporal piel sensible Veet tubo 200 ml,"Perfumería, higiene, salud",Depilación,100 ML.,2.5,4.99
L2188,Maquinilla desechable mujer Wilkinson blister 7 unidades,"Perfumería, higiene, salud",Depilación,UNIDAD,0.51,3.55
L2188,Crema depilatoria piel sensible Veet tubo 200 ml,"Perfumería, higiene, salud",Depilación,100 ML.,2.5,4.99
L2189,Bombones rellenos de coco y almendra Ferrero Raffaello caja 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,26.33,3.95
L2189,Huevos de chocolate con sorpresa 3 unidades Kinder caja 60 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,58.17,3.49
L2189,Huevos de chocolate relleno de leche y avellanas Kinder bolsa 200 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,19.95,3.99
L2189,Huevo de chocolate con sorpresa Kinder 20 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,65,1.3
L2189,Mini barritas de galleta recubiertas de chocolate Kit Kat bolsa 200 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,13.95,2.79
L2189,Barritas de galleta recubiertas de chocolate Kit Kat bolsa 3 x 41.5 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,17.59,2.19
L2189,Barquillos tradicionales Rifacli Neula caja 48 g,"Azúcar, chocolates y caramelos",Dulces de Navidad,KILO,11.46,0.55
L2189,Bombones surtidos Nestlé Caja Roja caja 200 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,31.45,6.29
L2189,Mini barritas de chocolate con leche y avellanas Kinder bolsa 108 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,23.06,2.49
L2189,Bombones surtidos Nestlé Caja Roja caja 100 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,33.5,3.35
L2189,Barritas de chocolate blanco y avellanas Kinder bolsa 3 x 39 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,25.56,2.99
L2189,Huevos de chocolate relleno de leche y avellanas Kinder bolsa 125 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,23.92,2.99
L2189,Barritas de chocolate con leche y avellanas Kinder bolsa 3 x 43 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,23.18,2.99
L2190,Agua mineral con gas Dia botella 1.5 l,"Agua, refrescos y zumos",Agua,LITRO,0.27,0.41
L2190,Maravillas de mar al ajillo Mari Marinera de Dia lata 50 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,29,1.45
L2190,Pasta oriental sabor curry Maggi sobre 71 g,Pizzas y platos preparados,Comida internacional,KILO,12.68,0.9
L2190,Helado mini bombón almendras 6 unidades Magnum caja 276 g,Congelados,Helados y hielo,KILO,18.08,4.99
L2190,Tortillas de trigo Old El Paso bolsa 244 g,Pizzas y platos preparados,Comida internacional,KILO,9.63,2.35
L2190,Refresco de fresa Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L2190,Agua mineral natural Font Vella botella 1.5 l,"Agua, refrescos y zumos",Agua,LITRO,0.49,0.73
L2190,Vino tinto crianza D.O. Madrid Puerta de Alcalá botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,5.93,4.45
L2190,Mandarina granel 500 g aprox.,Frutas,Naranjas y mandarinas,KILO,2.29,1.15
L2190,Postre lacteo fresa Nestlé Yogolino pack 4 x 100 g,Bebé,"Yogures, bolsitas de frutas y snacks",KILO,7.38,2.95
L2190,Refresco de cola zero Coca-Cola botella 500 ml,"Agua, refrescos y zumos",Cola,LITRO,2.9,1.45
L2190,Gazpacho Al Punto Dia brik 3 x 330 ml,Pizzas y platos preparados,Gazpachos y salmorejos,LITRO,1.97,1.95
L2190,Refresco de limón 6% zumo con gas Upss Dia botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.46,0.92
L2190,Refresco de cola zero Coca-Cola botella 2 x 2 l,"Agua, refrescos y zumos",Cola,LITRO,0.98,3.9
L2190,Espuma de afeitar pieles sensibles La toja spray 300 ml,"Perfumería, higiene, salud",Afeitado,100 ML.,1,2.99
L2190,Mejillones cocidos en su jugo Aguinamar bolsa 1 Kg,"Pescados, mariscos y ahumados",Mariscos,KILO,4.99,4.99
L2190,Refresco de cola zero Coca-Cola botella 1.25 l,"Agua, refrescos y zumos",Cola,LITRO,1,1.25
L2190,Hielo en cubitos bolsa 2 Kg,Congelados,Helados y hielo,KILO,0.5,0.99
L2190,Vino tinto gran reserva D.O. Valdepeñas Viña Albalí botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,7,5.25
L2190,Suavizante concentrado talco rosa San botella 59 lavados,Limpieza y hogar,Cuidado de la ropa,LAVADO,0.04,2.49
L2190,Refresco de cola zero Coca-Cola lata 12 x 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.64,10.44
L2190,Vino tinto Castillo de Velasco garrafa 2 l,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,1.3,2.6
L2190,Agua mineral natural Cabreiroá botella 1.5 l,"Agua, refrescos y zumos",Agua,LITRO,0.53,0.79
L2190,Garbanzo pedrosillano Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,3.35,3.35
L2190,Vino tinto crianza D.O. Ribera del Duero Altos del Tamarón botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,8.65,6.49
L2190,Refresco de cola clásica Pepsi botella 1.75 l,"Agua, refrescos y zumos",Cola,LITRO,0.97,1.69
L2190,Refresco de cola clásica Pepsi lata 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.39,0.79
L2190,Vino tinto D.O. Ribera del Duero Viña Mayor botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Vino tinto,LITRO,10.33,7.75
L2190,Refresco de cola clásica Coca-Cola botella 1.25 l,"Agua, refrescos y zumos",Cola,LITRO,1,1.25
L2190,Garbanzos Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,3.79,3.79
L2191,Garbanzo pedrosillano Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,3.35,3.35
L2191,Garbanzos Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,3.79,3.79
L2191,Garbanzo cocido Legumbres La Asturiana frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,4.25,1.7
L2191,Garbanzos cocidos extra Vegecampo de Dia frasco 210 g,"Arroz, pastas y legumbres",Garbanzos,KILO,3.1,0.65
L2191,Ensalada de garbanzos Gvtarra frasco 345 g,"Arroz, pastas y legumbres",Garbanzos,KILO,8.84,3.05
L2191,Garbanzo de escacena cocido Luengo frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,3.63,1.45
L2191,Garbanzo cocido ecológico Luengo frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,4.98,1.99
L2191,Garbanzo cocido pedrosillano Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,2.63,1.05
L2191,Garbanzos cocidos bajo contenido en sal Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,2.48,0.99
L2191,Garbanzo pedrosillano Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,1.95,1.95
L2191,Garbanzos con verduras cocidas Luengo frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,3.63,1.45
L2191,Garbanzos cocidos Legumbres La Asturiana frasco 210 g,"Arroz, pastas y legumbres",Garbanzos,KILO,5.71,1.2
L2191,Garbanzos cocidos sin sal Legumbres La Asturiana frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,4.38,1.75
L2191,Garbanzos extra Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,2.15,2.15
L2191,Garbanzos cocidos extra Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,1.78,0.71
L2191,Garbanzos cocidos Luengo frasco 400 g,"Arroz, pastas y legumbres",Garbanzos,KILO,3.25,1.3
L2192,Gaseosa Geiser botella 1.5 l,"Agua, refrescos y zumos",Gaseosa,LITRO,1.17,1.75
L2192,Gaseosa La Casera botella 50 cl,"Agua, refrescos y zumos",Gaseosa,LITRO,1.62,0.81
L2192,Gaseosa en polvo edulcorado El tigre sobre 39 g,"Agua, refrescos y zumos",Gaseosa,KILO,20.51,0.8
L2192,Gaseosa cero Gaseosa Dia botella 50 cl,"Agua, refrescos y zumos",Gaseosa,LITRO,0.64,0.32
L2192,Gaseosa cero Gaseosa Dia botella 1.5 l,"Agua, refrescos y zumos",Gaseosa,LITRO,0.33,0.5
L2192,Gaseosa La Casera botella 1.5 l,"Agua, refrescos y zumos",Gaseosa,LITRO,0.8,1.2
L2193,Lentejas cocidas Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Lentejas,KILO,2,0.8
L2193,Lenteja pardina Legumbres La Asturiana bolsa 500 g,"Arroz, pastas y legumbres",Lentejas,KILO,4.9,2.45
L2193,Lenteja pardina Legumbres La Asturiana bolsa 1 Kg,"Arroz, pastas y legumbres",Lentejas,KILO,4.75,4.75
L2193,Lenteja roja pelada Luengo bolsa 400 g,"Arroz, pastas y legumbres",Lentejas,KILO,5.98,2.39
L2193,Lenteja roja Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Lentejas,KILO,1.89,1.89
L2193,Lentejas cocidas Vegecampo de Dia frasco 210 g,"Arroz, pastas y legumbres",Lentejas,KILO,3.33,0.7
L2193,Lenteja pardina cocida Luengo frasco 400 g,"Arroz, pastas y legumbres",Lentejas,KILO,3.63,1.45
L2193,Lenteja pardina Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Lentejas,KILO,3.79,3.79
L2193,Lenteja pardina Luengo bolsa 500 g,"Arroz, pastas y legumbres",Lentejas,KILO,3.9,1.95
L2193,Lenteja castellana Vegecampo de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Lentejas,KILO,1.95,1.95
L2194,Mejillones cocidos en su jugo Aguinamar bolsa 1 Kg,"Pescados, mariscos y ahumados",Mariscos,KILO,4.99,4.99
L2194,Taquitos de mar cocidos Mari Marinera de Dia bolsa 125 g,"Pescados, mariscos y ahumados",Mariscos,KILO,15.92,1.99
L2194,Potón cocido en rodajas Mari Marinera de Dia bolsa 200 g,"Pescados, mariscos y ahumados",Mariscos,KILO,19.95,3.99
L2194,Pata de pulpo cocido Mari Marinera de Dia bandeja 250 g,"Pescados, mariscos y ahumados",Mariscos,KILO,39.16,9.79
L2194,Mejillones en salsa de tomate Aguinamar bandeja 500 g,"Pescados, mariscos y ahumados",Mariscos,KILO,7.98,3.99
L2194,Langostino cocido Selección de Dia bandeja 400 g,"Pescados, mariscos y ahumados",Mariscos,KILO,9.98,3.99
L2195,Mejillones en salsa vieira 13/18 piezas Isabel lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,31.74,2.19
L2195,Mejillones en escabeche Mari Marinera de Dia lata 3 x 43 g,"Conservas, caldos y cremas",Mejillones,KILO,17.75,2.29
L2195,Mejillones en escabeche 13/18 piezas Mari Marinera de Dia lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,25.94,1.79
L2195,Mejillones en escabeche Isabel lata 3 x 43 g,"Conservas, caldos y cremas",Mejillones,KILO,29.38,3.79
L2195,Mejillones de Chile en salsa vieira 13/18 piezas Mari Marinera de Dia lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,21.01,1.45
L2195,Mejillones de Chile en escabeche picante 14/18 piezas Mari Marinera de Dia lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,21.01,1.45
L2195,Mejillones en escabeche pequeños Isabel lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,23.91,1.65
L2195,Mejillones en escabeche Ribeira lata 3 x 43 g,"Conservas, caldos y cremas",Mejillones,KILO,15.5,2
L2195,Mejillones en salsa gallega Cuca lata 50 g,"Conservas, caldos y cremas",Mejillones,KILO,55.8,2.79
L2195,Mejillones en escabeche 13/18 piezas Isabel lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,31.74,2.19
L2195,Mejillones picantes 13/18 piezas Isabel lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,32.61,2.25
L2195,Mejillones en escabeche 8/12 piezas Isabel lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,65.94,4.55
L2195,Mejillones en escabeche 12/16 piezas Frinsa lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,67.97,4.69
L2195,Mejillones al natural 14/18 piezas Mari Marinera de Dia lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,25.94,1.79
L2195,Mejillones en escabeche Dani lata 97 g,"Conservas, caldos y cremas",Mejillones,KILO,16.39,1.59
L2195,Mejillones de Chile en escabeche 8/14 piezas Dani lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,31.16,2.15
L2195,Mejillones en escabeche 13/18 piezas Calvo lata 69 g,"Conservas, caldos y cremas",Mejillones,KILO,34.06,2.35
L2196,Mandarina granel 500 g aprox.,Frutas,Naranjas y mandarinas,KILO,2.29,1.15
L2196,Mandarina Torres Selección malla 750 g,Frutas,Naranjas y mandarinas,KILO,3.32,2.49
L2196,Zumo de naranja recién exprimido botella 1 l,Frutas,Naranjas y mandarinas,LITRO,4.79,4.79
L2196,Zumo de naranja recién exprimido botella 500 ml,Frutas,Naranjas y mandarinas,LITRO,5.98,2.99
L2196,Zumo de naranja recién exprimido botella 250 ml,Frutas,Naranjas y mandarinas,LITRO,7.96,1.99
L2196,Naranja selección granel 1 Kg aprox.,Frutas,Naranjas y mandarinas,KILO,2.49,2.49
L2196,Naranja especial para zumo malla 4 Kg,Frutas,Naranjas y mandarinas,KILO,1.25,4.99
L2196,Naranjas de mesa malla 2 Kg,Frutas,Naranjas y mandarinas,KILO,1.6,3.19
L2196,Mandarina malla 1 Kg,Frutas,Naranjas y mandarinas,KILO,1.99,1.99
L2197,Maravillas de mar al ajillo Mari Marinera de Dia lata 50 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,29,1.45
L2197,Calamar en su tinta Calvo lata 3 x 48 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,20.49,2.95
L2197,Ensalada mediterránea de atún Al Punto Dia lata 150 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,8.33,1.25
L2197,Ensalada milanesa de atún Al Punto Dia lata 150 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,8.33,1.25
L2197,Chipirones rellenos en salsa americana Lamberti lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,34.03,2.45
L2197,Trozos de calamar en su tinta Lamberti lata 3 x 51 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,13.07,2
L2197,Trozos de calamar en salsa americana Lamberti lata 3 x 51 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,13.07,2
L2197,Chipirones rellenos en su tinta Lamberti lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,34.03,2.45
L2197,Zamburiña en salsa vieira Galica lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,34.92,2.2
L2197,Almejón natural Galica lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,23.02,1.45
L2197,Almejas blancas del norte al natural Dani lata 90 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,25.44,2.29
L2197,Ensaladilla rusa Al Punto Dia lata 160 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,11.81,1.89
L2197,Ensalada de pasta Al Punto Dia lata 160 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,11.19,1.79
L2197,Calamares en salsa americana Cabo de Peñas lata 3 x 59 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,14.07,2.49
L2197,Tacos de potón en salsa marinera Mari Marinera de Dia lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,17.92,1.29
L2197,Tacos de potón al ajillo Mari Marinera de Dia lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,17.92,1.29
L2197,Concha fina al natural Ubago   lata 55 GR,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,43.45,2.39
L2197,Trozos de calamares en salsa americana Albo lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,35.97,2.59
L2197,Navajuelas al natural Dani lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,46.83,2.95
L2197,Almejas al natural Dani lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,38.89,2.45
L2197,Calamares en su tinta Albo lata 72 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,35.97,2.59
L2197,Navajas al natural Cabo de Hornos lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,41.11,2.59
L2197,Melva en aceite de oliva Ubago   lata 85 GR,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,32.82,2.79
L2197,Navajuelas al natural Mari Marinera de Dia lata 63 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,36.51,2.3
L2197,Melva en aceite de oliva Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,26.47,2.25
L2197,Melva en aceite de girasol Ubago   lata 85 GR,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,31.18,2.65
L2198,Whisky J&b botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ron y whisky,LITRO,17.13,11.99
L2198,Calabacín unidad aprox. 475 g,Verduras,"Calabacín, calabaza y berenjena",KILO,1.79,0.85
L2198,Maravillas de mar al ajillo Mari Marinera de Dia lata 50 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,29,1.45
L2198,Crema de día hidratante nutritiva piel seca/sensible Diadermine frasco 50 ml,"Perfumería, higiene, salud","Limpieza facial, crema facial",100 ML.,20.98,10.49
L2198,Bombones rellenos de coco y almendra Ferrero Raffaello caja 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,26.33,3.95
L2198,Patatas fritas gourmet Lay's bolsa 170 g,"Patatas fritas, encurtidos y frutos secos",Patatas fritas y aperitivos,KILO,16.41,2.79
L2198,Whisky bourbon Jim Beam botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ron y whisky,LITRO,22.07,15.45
L2198,Crema antiarrugas contorno de ojos Q10 Nivea caja 15 ml,"Perfumería, higiene, salud","Limpieza facial, crema facial",100 ML.,66.6,9.99
L2198,Mandarina granel 500 g aprox.,Frutas,Naranjas y mandarinas,KILO,2.29,1.15
L2198,Papilla líquida 8 cereales con galleta y leche continuación Nestlé brik 2 x 250 ml,Bebé,Papilla,LITRO,5.18,2.59
L2198,Povidona iodada 10% Bonté Equity de Dia bote 125 ml,"Perfumería, higiene, salud",Parafarmacia,100 ML.,1.4,1.75
L2198,Palomitas sabor mantequilla Snack Maniac de Dia bolsa 80 g,"Patatas fritas, encurtidos y frutos secos",Patatas fritas y aperitivos,KILO,9.38,0.75
L2198,Aperitivos de maíz dianitos Dia bolsa 80 g,"Patatas fritas, encurtidos y frutos secos",Patatas fritas y aperitivos,KILO,9.38,0.75
L2198,Refresco de cola zero Coca-Cola botella 500 ml,"Agua, refrescos y zumos",Cola,LITRO,2.9,1.45
L2198,Refresco de cola zero Coca-Cola botella 2 x 2 l,"Agua, refrescos y zumos",Cola,LITRO,0.98,3.9
L2198,Mejillones cocidos en su jugo Aguinamar bolsa 1 Kg,"Pescados, mariscos y ahumados",Mariscos,KILO,4.99,4.99
L2198,Cerveza sabor limón shandy sin alcohol Ramblers de Dia lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas con limón,LITRO,1.06,0.35
L2198,Refresco de cola zero Coca-Cola botella 1.25 l,"Agua, refrescos y zumos",Cola,LITRO,1,1.25
L2198,Refresco de cola zero Coca-Cola lata 12 x 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.64,10.44
L2198,Whisky red label Johnnie Walker botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ron y whisky,LITRO,20.7,14.49
L2198,Garbanzo pedrosillano Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,3.35,3.35
L2198,Refresco de cola clásica Pepsi botella 1.75 l,"Agua, refrescos y zumos",Cola,LITRO,0.97,1.69
