Nombre,Precio,Precio_unidad_outlayers,categoria,categoria_producto,subcategoria,Marca,Unidad_medida,Supermercado,Precio_unit
Aceite de oliva virgen extra Jaencoop botella 250 ml,3.99,15.96,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,15.96
Aceite de oliva virgen extra Carbonell spray 200 ml,4.39,21.95,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,21.95
Aceite de girasol especial para freír Koipe botella 1 l,2.69,2.69,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,2.69
Aceite de girasol Koipe botella 1 l,2.59,2.59,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,2.59
Aceite de orujo de oliva La masía botella 1 l,5.69,5.69,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,5.69
Vinagre de vino blanco Aliña tu Dia botella 1 l,0.7,0.7,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,LITRO,Dia,0.7
Aderezo de limón Aliña tu Dia botella 50 cl,0.99,1.98,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,LITRO,Dia,1.98
Vinagre de manzana Ybarra botella 1 l,1.95,1.95,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,1.95
Crema de vinagre al jerez Vulpi botella 400 ml,1.99,4.98,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,4.98
Crema vinagre de módena sin azúcares añadidos Vulpi botella 400 ml,1.99,4.98,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,4.98
Vinagre de jerez reserva dop Delicias de Dia botella 250 ml,1.99,7.96,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,LITRO,Dia,7.96
Vinagre de manzana ecológico Riojavina botella 500 ml,2.35,4.7,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,4.7
Vinagre de vino blanco Borges botella 1 l,1.15,1.15,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,1.15
Vinagre de vino tinto Borges botella 1 l,1.15,1.15,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,1.15
Crema de vinagre con Pedro Ximénez Aliña tu Dia botella 250 ml,2.35,9.4,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,LITRO,Dia,9.4
Vinagre de sidra Mayador botella 75 cl,2.79,3.72,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,3.72
Vinagre de vino blanco Ybarra botella 1 l,1.05,1.05,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,1.05
Crema de vinagre de módena con frambuesa Aliña tu Dia botella 250 ml,2.35,9.4,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,LITRO,Dia,9.4
Crema de vinagre de módena Aliña tu Dia botella 250 ml,1.99,7.96,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,LITRO,Dia,7.96
Vinagre balsámico de módena Selección Mundial de Dia botella 500 ml,2.45,4.9,,"Aceite, especias y salsas","Aceites, salsas y especias",Selección Mundial,LITRO,Dia,4.9
Sal marina de mesa fina Dia paquete 1 Kg,0.35,0.35,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,0.35
Hojas de laurel Dani bolsa 10 g,0.89,89.0,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,89.0
Sazonador bacon El avion frasco 80 g,2.75,34.38,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,34.38
Tomillo  Vegecampo de Dia frasco 25 g,0.89,35.6,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,35.6
Pimienta negra Vegecampo de Dia frasco 65 g,0.95,14.62,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,14.62
Pimienta blanca molida Vegecampo de Dia frasco 65 g,1.9,29.23,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,29.23
Perejil Vegecampo de Dia frasco 13 g,0.65,50.0,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,50.0
Jengibre molido Vegecampo de Dia frasco 50 g,1.59,31.8,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,31.8
Eneldo  Vegecampo de Dia frasco 20 g,1.75,87.5,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,87.5
Curry Vegecampo de Dia frasco 55 g,1.1,20.0,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,20.0
Comino molido Vegecampo de Dia frasco 60 g,1.09,18.17,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,18.17
Cilantro Vegecampo de Dia frasco 15 g,1.85,123.33,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,123.33
Cebolla en polvo Vegecampo de Dia frasco 60 g,0.95,15.83,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,15.83
Canela molida Vegecampo de Dia frasco 45 g,0.82,18.22,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,18.22
Canela en rama Vegecampo de Dia frasco 20 g,1.35,67.5,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,67.5
Ajo en polvo Vegecampo de Dia frasco 85 g,0.85,10.0,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,10.0
Sazonador patatas fritas El avion frasco 65 g,2.85,43.85,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,43.85
Sazonador pasta pizza El avion frasco 60 g,2.85,47.5,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,47.5
Sazonador chili-lima El avion frasco 70 g,2.85,40.71,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,40.71
Sazonador pollo El avion frasco 110 g,2.85,25.91,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,25.91
Sazonador barbacoa El avion frasco 90 g,2.85,31.67,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,31.67
Pimentón picante de la Vera Vega Cáceres lata 75 g,2.09,27.87,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,27.87
Pimentón dulce de La Vera Vega Cáceres lata 75 g,1.95,26.0,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,26.0
Romero Vegecampo de Dia frasco 30 g,0.95,31.67,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,31.67
Pimentón picante Vegecampo de Dia frasco 58 g,1.25,21.55,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,21.55
Pimentón dulce Vegecampo de Dia frasco 58 g,0.9,15.52,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,15.52
Nuez moscada molida Vegecampo de Dia frasco 60 g,1.65,27.5,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,27.5
Hierbas provenzales  Vegecampo de Dia frasco 22 g,0.99,45.0,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,45.0
Cúrcuma  Vegecampo de Dia frasco 60 g,1.2,20.0,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,20.0
Pan de molde 100% integral sin corteza El molino de Dia bolsa 450 g,1.35,3.0,,Panaderia y pasteleria,"Panes, harinas y masas",Dia,KILO,Dia,3.0
Pan de molde rústico El molino de Dia bolsa 600 g,1.75,2.92,,Panaderia y pasteleria,"Panes, harinas y masas",Dia,KILO,Dia,2.92
Pan de hamburguesas Bimbo bolsa 300 g,2.49,8.3,,Panaderia y pasteleria,"Panes, harinas y masas",otra,KILO,Dia,8.3
Salsa ali oli Chovi tarrina 180 g,1.35,7.5,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,7.5
Ketchup top down Heinz bote 460 g,3.29,7.15,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,7.15
Salsa sriracha hot chilli mayo Go-tang frasco 215 ml,3.39,15.77,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,LITRO,Dia,15.77
Salsa de tomate con queso grana padano Gallo frasco 350 g,2.59,7.4,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,7.4
Salsa dulce de pimiento y jalapeño La vieja fabrica frasco 280 g,2.79,9.96,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,9.96
Chutney de mango y cebolla La vieja fabrica frasco 280 g,2.79,9.96,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,9.96
Salsa barbacoa cero azúcar Prima bote 265 g,2.69,10.15,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,10.15
Mostaza cero azúcar Prima bote 265 g,2.99,11.28,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,11.28
Mostaza original Prima bote 265 g,2.25,8.49,,"Aceite, especias y salsas","Aceites, salsas y especias",otra,KILO,Dia,8.49
Salsa barbacoa estilo tex mex Salseo de Dia bote 350 g,1.99,5.69,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,5.69
Salsa boloñesa Al Diante Dia frasco 300 g,1.6,5.33,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,5.33
Salsa pesto rojo Al Diante Dia frasco 185 g,2.29,12.38,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,12.38
Salsa pesto verde Al Diante Dia frasco 185 g,2.29,12.38,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,12.38
Salsa ricotta Al Diante Dia frasco 300 g,1.55,5.17,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,5.17
Salsa napolitana Al Diante Dia frasco 300 g,1.55,5.17,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,5.17
Salsa arrabiata Al Diante Dia frasco 300 g,1.55,5.17,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,5.17
Salsa ranchera Salseo de Dia bote 300 g,1.55,5.17,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,5.17
Salsa de boletus Salseo de Dia frasco 210 g,1.95,9.29,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,9.29
Salsa de mostaza y eneldo Salseo de Dia frasco 210 g,1.95,9.29,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,9.29
Salsa de pedro ximénez Salseo de Dia frasco 210 g,1.95,9.29,,"Aceite, especias y salsas","Aceites, salsas y especias",Dia,KILO,Dia,9.29
Leche entera Dia Láctea brik 6 x 1 l,5.46,0.91,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,0.91
Leche entera Dia Láctea brik 1 l,0.91,0.91,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,0.91
Leche desnatada Dia Láctea brik 6 x 1 l,4.8,0.8,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,0.8
Leche desnatada Dia Láctea brik 1 l,0.8,0.8,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,0.8
Leche condensada Dia Láctea lata 1 Kg,3.85,3.85,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,KILO,Dia,3.85
Leche condensada Dia Láctea bote 450 g,2.59,5.76,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,KILO,Dia,5.76
Leche semidesnatada Central Lechera Asturiana botella 1.5 l,1.65,1.1,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,LITRO,Dia,1.1
Leche semidesnatada Dia Láctea brik 6 x 1 l,4.98,0.83,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,0.83
Leche semidesnatada Dia Láctea brik 1 l,0.83,0.83,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,0.83
Leche desnatada omega 3 Dia Láctea brik 1 l,1.1,1.1,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,1.1
Leche desnatada calcio Dia Láctea brik 1 l,0.93,0.93,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,0.93
Leche condensada La lechera bote 450 g,3.79,8.42,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,KILO,Dia,8.42
Leche semidesnatada calcio Dia Láctea brik 1 l,0.96,0.96,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,0.96
Leche semidesnatada Lauki brik 1 l,0.99,0.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,0.99
Bebida de soja Dia Vital brik 1 l,0.7,0.7,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,0.7
Bebida de soja con calcio Vegedia brik 1 l,0.7,0.7,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,0.7
Bebida de soja 0% azúcares Vegedia brik 1 l,0.8,0.8,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,0.8
Bebida de avena 0% azúcares Vegedia brik 1 l,0.8,0.8,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,0.8
Bebida de avena sin azúcar Alpro brik 1 l,1.99,1.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.99
Bebida de almendras sin azúcar Alpro brik 1 l,1.99,1.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.99
Bebida de avena Yosoy brik 1 l,1.59,1.59,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.59
Bebida de almendras 0% azúcares Vegedia brik 1 l,1.3,1.3,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.3
Bebida de arroz Vegedia brik 1 l,0.99,0.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,0.99
Bebida de avena Vegedia brik 1 l,0.95,0.95,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,0.95
Bebida de avena con calcio Vegedia brik 1 l,0.99,0.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,0.99
Bebida de avena Pascual Vivesoy brik 1 l,1.89,1.89,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.89
Bebida de almendras Alpro brik 1 l,1.99,1.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.99
Bebida de avena Alpro brik 1 l,1.99,1.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.99
Bebida de soja ligera Alpro brik 1 l,1.99,1.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.99
Bebida de soja ligera sin azúcar Pascual Vivesoy brik 1 l,1.99,1.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.99
Horchata Chufi botella 1 l,1.89,1.89,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.89
Batido de chocolate Puleva botella 1 l,2.05,2.05,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,2.05
Horchata premium Dia brik 1 l,1.69,1.69,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,1.69
Batido de chocolate Dia Láctea brik 6 x 200 ml,1.4,1.17,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,1.17
Batido de cacao energy Colacao botella 4 x 188 ml,2.67,3.55,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Colacao,LITRO,Dia,3.55
Bebida de chufa sin azúcares añadidos Dia brik 1 l,1.55,1.55,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,1.55
Horchata Dia brik 3 x 200 ml,1.39,2.32,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,2.32
Horchata premium Or xata brik 1 l,1.79,1.79,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,1.79
Batido de chocolate Cacaolat botella 4 x 200 ml,2.66,3.33,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,3.33
Batido de chocolate enriquecido con proteínas Valio botella 260 g,2.25,8.65,,Agua y refrescos,"Agua, refrescos y zumos",otra,KILO,Dia,8.65
Horchata Dia botella 1 l,1.2,1.2,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,1.2
Batido de chocolate sin lactosa Puleva brik 6 x 200 ml,2.99,2.49,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,2.49
Batido de chocolate shake ColaCao vaso 200 ml,1.56,7.8,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,7.8
Batido de chocolate 0% sin azúcar añadido Cacaolat botella 1 l,2.5,2.5,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,2.5
Batido de chocolate Cacaolat botella 1 l,2.4,2.4,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,2.4
Batido de vainilla Dia lactea brik 6 x 200 ml,1.55,1.29,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,1.29
Batido de fresa Dia lactea brik 6 x 200 ml,1.55,1.29,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,1.29
Batido al cacao Dia botella 1 l,1.19,1.19,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,1.19
Leche merengada canela y limón Dia botella 1 l,1.65,1.65,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,1.65
Batido de cacao 90% Dia lactea brik 6 x 200 ml,1.65,1.38,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,1.38
Nata para cocinar Central Lechera Asturiana brik 500 ml,2.75,5.5,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,LITRO,Dia,5.5
Nata montada azucarada Central Lechera Asturiana spray 250 g,2.75,11.0,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,KILO,Dia,11.0
Nata para montar Central Lechera Asturiana brik 500 ml,2.75,5.5,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,LITRO,Dia,5.5
Nata para cocinar 15% m.g Dia Láctea brik 500 ml,1.45,2.9,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,LITRO,Dia,2.9
Leche evaporada sin lactosa Ideal brik 525 g,2.79,5.31,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,KILO,Dia,5.31
Leche evaporada Ideal brik 525 g,2.29,4.36,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,KILO,Dia,4.36
Nata para montar Central Lechera Asturiana brik 1 l,4.75,4.75,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,LITRO,Dia,4.75
Nata para cocinar culinaria Dia lactea brik 3 x 200 ml,1.75,2.92,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,2.92
Nata para montar Dia lactea brik 3 x 200 ml,1.95,3.25,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,LITRO,Dia,3.25
Huevos frescos categoría A clase XL Dia bandeja 6 unidades,1.69,3.38,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,DOCENA,Dia,3.38
Huevos ecológicos categoría A clase M/L Dia bandeja 6 unidades,2.49,4.98,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,DOCENA,Dia,4.98
Huevos camperos categoría A clase M/L Dia bandeja 10 unidades,2.49,2.99,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,DOCENA,Dia,2.99
Huevos frescos de gallinas criadas en suelo categoría A clase M/L Dia bandeja 12 unidades,2.45,2.45,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,DOCENA,Dia,2.45
Huevos frescos categoría A clase M La receta bandeja 24 unidades,3.8,1.9,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,DOCENA,Dia,1.9
Claras de huevo pasteurizadas Ovonatur botella 500 ml,1.95,3.9,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,LITRO,Dia,3.9
Huevos frescos categoría A clase XL Huevos Garrido caja 6 unidades,1.69,3.38,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,DOCENA,Dia,3.38
Huevos frescos categoría A clase M Huevos Garrido caja 24 unidades,3.8,1.9,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,DOCENA,Dia,1.9
Huevos frescos categoría A clase L Huevos Garrido caja 12 unidades,2.26,2.26,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,DOCENA,Dia,2.26
Huevos frescos categoría A clase M Huevos Garrido caja 12 unidades,2.02,2.02,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,DOCENA,Dia,2.02
Huevos frescos categoría A clase M Dia bandeja 12 unidades,2.02,2.02,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,DOCENA,Dia,2.02
Huevos frescos categoría A clase L Dia bandeja 12 unidades,2.26,2.26,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,DOCENA,Dia,2.26
Margarina vitaminada con sal Diasol tarrina 500 g,1.45,2.9,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,KILO,Dia,2.9
Margarina vitaminada Diasol tarrina 500 g,1.45,2.9,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,KILO,Dia,2.9
Margarina ligera Diasol tarrina 500 g,1.4,2.8,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia,KILO,Dia,2.8
Mantequilla tradicional Central Lechera Asturiana tarrina 250 g,3.55,14.2,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,KILO,Dia,14.2
Margarina con un toque de aceite de oliva Flora tarrina 225 g,1.99,8.84,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,KILO,Dia,8.84
Margarina rica en omega 3 Flora tarrina 400 g,2.95,7.38,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,KILO,Dia,7.38
Margarina con sal Tulipán tarrina 400 g,2.85,7.13,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,KILO,Dia,7.13
Margarina Tulipán tarrina 400 g,2.85,7.13,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,KILO,Dia,7.13
Mantequilla tradicional en rulo Central Lechera Asturiana 500 g,6.15,12.3,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,KILO,Dia,12.3
Mantequilla con sal Dia Láctea tarrina 250 g,2.45,9.8,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,KILO,Dia,9.8
Mantequilla sin sal Dia Láctea 250 g,1.9,7.6,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,KILO,Dia,7.6
Mantequilla con sal Dia Láctea 250 g,1.9,7.6,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Dia Láctea,KILO,Dia,7.6
Mantequilla ligera sin lactosa Central Lechera Asturiana tarrina 250 g,3.65,14.6,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,KILO,Dia,14.6
Margarina Natacha tarrina 450 g,1.49,3.31,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",otra,KILO,Dia,3.31
Mantequilla ligera fácil de untar Central Lechera Asturiana tarrina 250 g,3.65,14.6,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,KILO,Dia,14.6
Mantequilla tradicional con sal Central Lechera Asturiana tarrina 250 g,3.55,14.2,,"Huevos , leche y mantequilla","Leche, huevos y mantequilla",Central Lechera Asturiana,KILO,Dia,14.2
Café molido natural Colombia Arom'arte  de Dia bolsa 250 g,3.99,15.96,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,KILO,Dia,15.96
Café soluble liofilizado aroma Cafetería de Dia frasco 100 g,2.99,29.9,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,KILO,Dia,29.9
Café soluble natural Nescafé bolsa 75 g,2.75,36.67,,"Cacao, café e infusiones","Café, cacao e infusiones",Nescafé,KILO,Dia,36.67
Café molido mezcla créme express Marcilla bolsa 250 g,3.99,15.96,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,15.96
Café molido natural créme express Marcilla bolsa 250 g,3.99,15.96,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,15.96
Café soluble descafeinado Nescafé bolsa 75 g,2.75,36.67,,"Cacao, café e infusiones","Café, cacao e infusiones",Nescafé,KILO,Dia,36.67
Café soluble clásico Cafetería de Dia frasco 200 g,2.9,14.5,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,KILO,Dia,14.5
Café en grano de tueste natural Mascaf bolsa 500 g,5.39,10.78,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,10.78
Café en cápsulas South Asia Nescafé Farmers Origins caja 10 unidades,3.69,0.37,,"Cacao, café e infusiones","Café, cacao e infusiones",Nescafé,UNIDAD,Dia,0.37
Café en cápsulas lungo Origen&sensations caja 16 unidades,3.49,0.22,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.22
Café con leche en cápsulas Origen&sensations caja 16 unidades,3.49,0.22,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.22
Café en cápsulas Andes Nescafé Farmers Origins caja 10 unidades,3.69,0.37,,"Cacao, café e infusiones","Café, cacao e infusiones",Nescafé,UNIDAD,Dia,0.37
Café en cápsulas espresso intenso descafeinado Nescafé Dolce Gusto caja 30 unidades,7.75,0.26,,"Cacao, café e infusiones","Café, cacao e infusiones",Nescafé,UNIDAD,Dia,0.26
Café en cápsulas espresso sontuoso L'Or caja 20 unidades,7.89,0.39,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.39
Café molido mezcla Saimaza bolsa 500 g,5.65,11.3,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,11.3
Café molido ecológico suave Mascaf bolsa 250 g,2.95,11.8,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,11.8
Café en grano especial Mascaf bolsa 1 Kg,7.99,7.99,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,7.99
Café molido natural Saimaza bolsa 250 g,2.95,11.8,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,11.8
Café en cápsulas espresso arábica Segafredo caja 10 unidades,3.69,0.37,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.37
